Point	Row	Column	MaxInt_110
1	1	1	3321.647
2	1	2	2235.7893
3	1	3	1827.718
4	1	4	1059.2692
5	1	5	325.30392
6	1	6	
7	1	7	
8	1	8	
9	1	9	1040.0166
10	1	10	1682.2172
11	1	11	2253.0698
12	2	1	3761.7297
13	2	2	2733.5034
14	2	3	2152.7939
15	2	4	938.85724
16	2	5	
17	2	6	
18	2	7	
19	2	8	
20	2	9	
21	2	10	343.2197
22	2	11	1544.0082
23	3	1	2755.0647
24	3	2	2151.3772
25	3	3	1928.4309
26	3	4	1034.4125
27	3	5	
28	3	6	
29	3	7	
30	3	8	
31	3	9	
32	3	10	
33	3	11	916.46539
34	4	1	2983.4431
35	4	2	2296.7637
36	4	3	1776.2749
37	4	4	1631.1744
38	4	5	1477.0945
39	4	6	1016.0848
40	4	7	560.62891
41	4	8	471.86658
42	4	9	965.74426
43	4	10	1574.7931
44	4	11	1793.11
