Point	ASR
1	6.2654669e+08
2	2435454
3	8.3063718e+08
4	9.3085395e+08
5	1.3760082e+09
6	8.1461504e+08
7	1.7299086e+09
8	9.2645574e+08
9	9.1357523e+08
10	7.3848791e+09
11	7.4204429e+08
12	1.5182717e+09
13	7.0560179e+08
14	5.8904864e+08
15	1.2319536e+10
16	12547333
17	2.3100132e+09
18	1.1498238e+08
19	5.4563181e+08
20	236907.5
21	6.1954938e+08
22	9.1515539e+08
23	1.0099466e+09
24	1.6044795e+11
25	1.431265e+10
26	72613512
27	5.7920755e+08
28	5.5735405e+08
29	1.0508345e+09
30	1.0640134e+09
31	7.4306835e+08
32	1.2340225e+11
33	1.1137763e+09
34	3.1277069e+09
35	9.8919328e+08
36	6.0192915e+11
37	9.4320038e+08
38	8.8053818e+08
39	5.8180192e+08
40	2.0909781e+08
41	2.3985338e+08
42	
43	
44	
45	
46	
47	
48	
49	
50	
51	
52	
53	
54	
55	
56	
57	
58	
59	
60	
61	
62	
63	
64	
65	
66	
67	
68	
69	
70	
71	
72	
73	
74	
75	
76	
77	
78	
79	
80	
81	
82	
83	
84	
85	
86	
87	
88	
89	
90	
91	
92	
93	
94	
95	
96	
97	
98	
99	
100	
101	
102	
103	
104	
105	
106	
107	
108	
109	
110	
111	
112	
113	
114	
115	
116	
117	
118	
119	
120	
121	
122	
123	
124	
125	
126	
127	
128	
129	
130	
131	
132	
