Point	ASR
1	5.263679e+09
2	8.4681318e+08
3	3.49396e+08
4	5.6645427e+08
5	1.2779025e+09
6	1.1827185e+09
7	2.0336221e+11
8	7.7160346e+08
9	5.2361869e+08
10	5.251983e+08
11	83478400
12	9.2859821e+08
13	3.7759808e+08
14	4.2969197e+08
15	3.8504618e+08
16	3.0961242e+09
17	1.0795141e+09
18	7.2716877e+08
19	1.0130348e+09
20	1.6436562e+09
21	8.522544e+08
22	4.1231331e+08
23	7.0519642e+08
24	4.5553094e+08
25	1.4738468e+09
26	2.1317686e+09
27	9.9233485e+08
28	8.751849e+08
29	6.6198637e+08
30	5.0979504e+08
31	6.3994861e+08
32	3.4001427e+08
33	3.7825748e+09
34	2.832372e+09
35	6.4066161e+09
36	4.4762576e+08
37	4.9140352e+08
38	1.8109208e+08
39	2.8440141e+09
40	4.6721453e+08
41	7.8853978e+08
42	6.166224e+08
43	4.4182886e+08
44	2.5116248e+08
45	1.1462383e+09
46	3.2167711e+09
47	3.733849e+08
48	46254140
49	1.3814403e+09
50	5.7224736e+08
51	3.6206982e+08
52	5.8811558e+08
53	76716968
54	3.6238208e+09
55	1.2074711e+09
56	3.9512752e+08
57	1.8327171e+08
58	7.8477331e+08
59	8.2551002e+08
60	2.0553965e+08
61	5.248453e+10
62	38495348
63	28636780
64	4.7268495e+09
65	3.0241536e+08
66	5.1409555e+10
67	177179.55
68	6.1780992e+08
69	1657549.2
70	5.2408896e+08
71	16270937
72	1.3286246e+12
73	80795480
74	1.4223862e+09
75	2.6635149e+09
76	56511284
77	69751208
78	2.9438766e+09
79	5.844713e+08
80	1.7461475e+09
81	87879768
82	2.0623752e+09
83	1.2087215e+09
84	4574249.5
85	1.2049142e+10
86	2.1808914e+09
87	1460569.9
88	17775254
89	858495.88
90	1.1732768e+09
91	2.450813e+08
92	62638332
93	1638319.2
94	88800256
95	5.2638611e+08
96	1083003.9
97	2.8026336e+08
98	5.0442323e+08
99	1.3041505e+08
100	9.8139174e+08
101	1.6705262e+08
102	3.1284608e+08
103	1.1400667e+09
104	2009973
105	1.0874029e+09
106	56586052
107	125820.41
108	4.1186734e+10
109	2.3539956e+11
110	2.8447122e+09
111	2.9005318e+08
112	29771616
113	4957537
114	1.0785087e+10
115	1.4001908e+09
116	1.4658179e+09
117	2.1617142e+08
118	1451165.6
119	61927076
120	4.5336334e+10
121	1.9806508e+09
122	9.3202445e+08
123	1.1536054e+09
124	7.4206746e+08
125	2.3555662e+08
126	1.5763192e+08
127	3.3904381e+08
128	1.1573652e+09
129	4.5647405e+08
130	2.2181294e+09
131	4703040.5
132	3064811.8
