Point	ASR
1	132153.3
2	9.3495776e+08
3	2.4799732e+10
4	2.0845902e+10
5	4.2003161e+10
6	9.8025888e+08
7	3.5908749e+09
8	6.1311964e+09
9	3.501831e+08
10	4.3103123e+08
11	1.7680884e+10
12	1603912.9
13	3.8004038e+08
14	1.8530775e+09
15	182202.7
16	2519992
17	5.558464e+08
18	137215.44
19	9.4803373e+08
20	7.7924282e+08
21	1.7951337e+09
22	1.456837e+09
23	2867804.2
24	2.7324253e+08
25	1.3870698e+08
26	5.3486464e+08
27	1.9927144e+08
28	3597341.5
29	8.1338317e+08
30	5.5418323e+08
31	7.709792e+08
32	2.2424497e+09
33	1.1686725e+10
34	1132050.6
35	863113.06
36	2.4568574e+08
37	5808959
38	137788.94
39	6.4890573e+08
40	7659336.5
41	5.0702064e+08
42	1.312891e+09
43	2.2138806e+09
44	2.7507786e+09
45	1.2753871e+12
46	1.3615682e+11
47	1.5016814e+09
48	3.2075663e+09
49	8.4952627e+08
50	6.3317421e+08
51	1.2252211e+10
52	7.3477792e+08
53	2.5416489e+12
54	1.0731693e+08
55	11985347
56	1014546.6
57	2.6583528e+08
58	1.6833684e+09
59	2.5447453e+11
60	6.7450581e+10
61	7.5508653e+08
62	3.5876989e+09
63	2.647263e+09
64	2.6444482e+08
65	1.5626284e+09
66	1668486.4
67	4.8984509e+09
68	2.3370309e+09
69	1.4511017e+09
70	4.6872566e+09
71	1.3892123e+10
72	6.6004883e+08
73	8.5702651e+09
74	7832263
75	6.0381414e+09
76	20717044
77	2.4246829e+08
78	4.9008845e+09
79	834214
80	8.6450848e+08
81	106527.92
82	9365125
83	1504022.5
84	4.6297421e+08
85	2369837.5
86	3.1133184e+09
87	2.9816858e+09
88	3.8456236e+09
89	569071.44
90	1.2475265e+09
91	3609822.2
92	12189482
93	137310.84
94	1.9927122e+09
95	1.1809247e+10
96	3.5971238e+09
97	1.121602e+09
98	3594100
99	6.1425363e+08
100	10439622
101	3.8421678e+09
102	6.9552659e+08
103	4.4918877e+08
104	2604524
105	2.9247648e+08
106	2.7738432e+09
107	1.3264187e+09
108	113543.7
109	12968615
110	1667362
111	125837.38
112	1.3613158e+09
113	122278.95
114	7.3530387e+08
115	6.5330989e+08
116	2.503221e+10
117	6.5596467e+08
118	4074769.2
119	1294746.8
120	2.3653051e+09
121	1.0861428e+09
122	1287244.5
123	3.7598989e+08
124	2472549
125	57459804
126	2288447.5
127	1.3072167e+10
128	7.416791e+08
129	986254.69
130	145484.11
131	1.185323e+09
132	1.0829111e+11
