FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.92578Co0.25239Fe0.3917Y0.14133Zr0.21459O3,01227,1,1,1,4.142005,0.15131,0.51778752,0.44082955,2131.5317,670.5369900000001,9.8647509,30.484740999999996,37.584385,5.4000001,44.14201,0.8899983317004219,2.149995969838098,1.489997207004077,137.3267425813751,1.6491315,1.476115,0.8593745,68.88945752654999,0.9257817353722231,0.539676994648651,1.456523353423072,1.7338159405522005,1.993436260235456,1_Mar_2017,Pulsed Laser Deposition,BZYCF1135,600.0,18.3,850,N,200.0,20,50.0,EXG,0,0,0,0,125,0,0,125.0,0,0,0,0,0,0,0
Ba0.92277Co0.24959Fe0.39299Y0.13853Zr0.21889O3,01227,2,1,2,4.1354418,0.15493999,0.50910437,0.44533584,2204.1045,667.16907,9.2386093,30.5343,37.647915000000005,9.397999800000001,44.14201,0.889998726144235,2.1499969227079836,1.4899978673650676,137.32680344405546,1.6485311999999999,1.475766,0.8591088916666667,68.93981145055,0.9227713207613109,0.5398737531593185,1.4568684484586198,1.734352748316316,1.991981128967243,1_Mar_2017,Pulsed Laser Deposition,BZYCF1135,600.0,18.3,850,N,200.0,20,50.0,EXG,0,0,0,0,125,0,0,125.0,0,0,0,0,0,0,0
Ba0.9329Co0.25252Fe0.39355Y0.14112Zr0.2128O3,01227,3,1,3,4.1284399,0.15523,0.53105563,0.46924397,1950.6989999999998,698.36194,9.0079174,30.587349,37.728745,13.39599,44.14201,0.8900030306763229,2.150007321296735,1.4900050738289001,137.32746763335663,1.6501245,1.475728,0.8592937083333334,68.8184709034,0.9328968232490853,0.5393550793751156,1.4569130092379727,1.7339881106762438,1.9955030361851869,1_Mar_2017,Pulsed Laser Deposition,BZYCF1135,600.0,18.3,850,N,200.0,20,50.0,EXG,0,0,0,0,125,0,0,125.0,0,0,0,0,0,0,0
Ba0.93963Co0.2527Fe0.39893Y0.13895Zr0.20942O3,01227,4,1,4,4.1260791,0.15106,0.51354849,0.50305659,2112.1667,552.48499,9.4567661,30.60528,37.767235,17.393998999999997,44.14201,0.8900027317187881,2.1500065990959483,1.4900045733269598,137.32742150420898,1.6531654999999998,1.474358,0.8588548583333333,68.628262164,0.9396271159583748,0.5383627541941737,1.4582663091975954,1.734873545709942,2.0010330609281572,1_Mar_2017,Pulsed Laser Deposition,BZYCF1135,600.0,18.3,850,N,200.0,20,50.0,EXG,0,0,0,0,125,0,0,125.0,0,0,0,0,0,0,0
Ba0.93342Co0.25591Fe0.40238Y0.1379Zr0.20382O3,01227,5,1,5,4.1095066,0.14368001,0.54484463,0.43998271,1551.7401,773.13208,7.757774400000001,30.731740999999996,37.893257,21.393998999999997,44.14201,0.8899998301033801,2.149999589575581,1.489999715566333,137.32697378495155,1.6567848,1.4729514999999997,0.8583543333333334,68.40589742745,0.9334201781853182,0.5371849319859647,1.4596540276958077,1.735879528655803,2.007531206364158,1_Mar_2017,Pulsed Laser Deposition,BZYCF1135,600.0,18.3,850,N,200.0,20,50.0,EXG,0,0,0,0,125,0,0,125.0,0,0,0,0,0,0,0
Ba0.9408Co0.25633Fe0.40162Y0.13652Zr0.20553O3,01227,6,1,6,,0.13376001,,,,,,,,25.389999,44.14201,0.8900021497364631,2.1500051931835906,1.490003598997,137.32733170433625,1.6567742999999997,1.472621,0.8580645333333334,68.42151013635,0.940797727564967,0.5371897365479795,1.4599854227147315,1.736470324916898,2.007078350516835,1_Mar_2017,Pulsed Laser Deposition,BZYCF1135,600.0,18.3,850,N,200.0,20,50.0,EXG,0,0,0,0,125,0,0,125.0,0,0,0,0,0,0,0
Ba0.95843Co0.26607Fe0.411Y0.13115Zr0.19178O3,01227,7,1,7,,0.12089000000000001,,,,,,,,29.38802,44.14201,0.8899991269053376,2.1499978908387365,1.4899985383021943,137.32686528149358,1.6674119999999997,1.4679234999999997,0.85613475,67.78759114114999,0.9584309402257734,0.5337607783231365,1.4646525454757942,1.740378530718668,2.0258407618519176,1_Mar_2017,Pulsed Laser Deposition,BZYCF1135,600.0,18.3,850,N,200.0,20,50.0,EXG,0,0,0,0,125,0,0,125.0,0,0,0,0,0,0,0
Ba0.95626Co0.27081Fe0.41228Y0.12714Zr0.18977O3,01227,8,1,8,,0.10828,,,,,,,,33.388008,44.14201,0.8900043433598389,2.1500104923861274,1.4900072714675954,137.32767018042313,1.6711001000000003,1.4657809999999998,0.8549688499999999,67.59854338695,0.9562553333022356,0.5325858955785107,1.4668019931941592,1.7427620567317692,2.031518185152706,1_Mar_2017,Pulsed Laser Deposition,BZYCF1135,600.0,18.3,850,N,200.0,20,50.0,EXG,0,0,0,0,125,0,0,125.0,0,0,0,0,0,0,0
Ba0.95771Co0.27403Fe0.41936Y0.13063Zr0.17598O3,01227,9,1,9,,0.095150001,,,,,,,,37.384009999999996,44.14201,0.8899966708954854,2.1499919577812285,1.489994426555363,137.3264863191734,1.6760272,1.4649475,0.8552487833333334,67.23599333134999,0.9577135823916976,0.5310156487290214,1.4676238962701589,1.7421766105858782,2.0424549339578575,1_Mar_2017,Pulsed Laser Deposition,BZYCF1135,600.0,18.3,850,N,200.0,20,50.0,EXG,0,0,0,0,125,0,0,125.0,0,0,0,0,0,0,0
Ba0.94087Co0.27397Fe0.43191Y0.12641Zr0.16772O3,01227,10,1,10,4.0869112,0.08325000099999999,0.58740395,0.53999984,825.97363,367.2413,7.9278622,30.90588,38.095276,41.381989000000004,44.14201,0.8900015696709158,2.1500037919016504,1.4900026278760277,137.32724220022232,1.6827467,1.4620375,0.8544091583333334,66.80461916265,0.9408683406138539,0.5288981221421595,1.4705531095485924,1.7438982404899832,2.055654892154539,1_Mar_2017,Pulsed Laser Deposition,BZYCF1135,600.0,18.3,850,N,200.0,20,50.0,EXG,0,0,0,0,125,0,0,125.0,0,0,0,0,0,0,0
