Point	Row	Column	FWHM_110
1	1	1	0.51778752
2	1	2	0.50910437
3	1	3	0.53105563
4	1	4	0.51354849
5	1	5	0.54484463
6	1	6	
7	1	7	
8	1	8	
9	1	9	
10	1	10	0.58740395
11	1	11	0.47050896
12	2	1	0.47154099
13	2	2	0.53416079
14	2	3	0.66885942
15	2	4	
16	2	5	
17	2	6	
18	2	7	
19	2	8	
20	2	9	
21	2	10	0.58356392
22	2	11	0.52325368
23	3	1	
24	3	2	
25	3	3	
26	3	4	
27	3	5	
28	3	6	
29	3	7	
30	3	8	0.52261341
31	3	9	0.59303254
32	3	10	0.58418947
33	3	11	0.53170604
34	4	1	0.57100242
35	4	2	0.55505967
36	4	3	0.50559354
37	4	4	0.49790651
38	4	5	0.49296686
39	4	6	0.50014496
40	4	7	0.51475823
41	4	8	0.50939453
42	4	9	0.54055506
43	4	10	0.56383008
44	4	11	0.61422163
