Point	Row	Column	d_um
1	1	1	0.065449998
2	1	2	0.06741
3	1	3	0.068089999
4	1	4	0.066430002
5	1	5	0.065350004
6	1	6	0.06126
7	1	7	0.05593
8	1	8	0.053160001
9	1	9	0.04721
10	1	10	0.043200001
11	1	11	0.03802
12	2	1	0.1032
13	2	2	0.10184
14	2	3	0.10206
15	2	4	0.10153
16	2	5	0.098420002
17	2	6	0.091909997
18	2	7	0.082950003
19	2	8	0.074550003
20	2	9	0.066979997
21	2	10	0.058710001
22	2	11	0.051210001
23	3	1	0.11653
24	3	2	0.11807
25	3	3	0.11841
26	3	4	0.11672
27	3	5	0.10994
28	3	6	0.10242
29	3	7	0.093759999
30	3	8	0.085029997
31	3	9	0.074100003
32	3	10	0.065370001
33	3	11	0.056589998
34	4	1	0.10374
35	4	2	0.10463
36	4	3	0.10428
37	4	4	0.1018
38	4	5	0.097199999
39	4	6	0.090769999
40	4	7	0.083439998
41	4	8	0.076300003
42	4	9	0.06741
43	4	10	0.0601
44	4	11	0.053630002
