Point	Row	Column	Norm_d
1	1	1	0.25693607
2	1	2	0.34422809
3	1	3	0.42969283
4	1	4	0.48856398
5	1	5	0.53999192
6	1	6	0.55920982
7	1	7	0.5600217
8	1	8	0.5396536
9	1	9	0.49242121
10	1	10	0.4282043
11	1	11	0.3632426
12	2	1	0.48267686
13	2	2	0.628299
14	2	3	0.74414659
15	2	4	0.83035594
16	2	5	0.92082846
17	2	6	0.97374457
18	2	7	1
19	2	8	0.97942871
20	2	9	0.95046693
21	2	10	0.88367844
22	2	11	0.77818382
23	3	1	0.36493441
24	3	2	0.49187988
25	3	3	0.59825402
26	3	4	0.71031249
27	3	5	0.79780775
28	3	6	0.86933279
29	3	7	0.90431726
30	3	8	0.92847496
31	3	9	0.90309924
32	3	10	0.86432534
33	3	11	0.77642441
34	4	1	0
35	4	2	0.078765824
36	4	3	0.15435126
37	4	4	0.2279063
38	4	5	0.29591292
39	4	6	0.34619033
40	4	7	0.38584375
41	4	8	0.40235505
42	4	9	0.4092572
43	4	10	0.39166349
44	4	11	0.35173926
