Point	Row	Column	MaxInt_111
1	1	1	1010.4434
2	1	2	1057.3656
3	1	3	1202.7972
4	1	4	1539.6372
5	1	5	1827.5448
6	1	6	1901.3036
7	1	7	1994.5826
8	1	8	1940.115
9	1	9	1802.5509
10	1	10	1753.7024
11	1	11	1630.5315
12	2	1	1557.6873
13	2	2	1712.4264
14	2	3	1558.0817
15	2	4	1635.2167
16	2	5	1663.2269
17	2	6	1734.4956
18	2	7	1822.6953
19	2	8	2029.5377
20	2	9	2141.5552
21	2	10	2213.6436
22	2	11	2234.1167
23	3	1	1259.4669
24	3	2	1307.1423
25	3	3	1240.1136
26	3	4	1309.9182
27	3	5	1436.8218
28	3	6	1547.2772
29	3	7	1489.6691
30	3	8	1439.3768
31	3	9	1994.4745
32	3	10	2246.1765
33	3	11	2238.0764
34	4	1	607.61658
35	4	2	620.76666
36	4	3	801.01874
37	4	4	1010.1144
38	4	5	1026.162
39	4	6	1299.1133
40	4	7	1341.8391
41	4	8	1252.348
42	4	9	1346.505
43	4	10	1474.1371
44	4	11	1412.5603
