FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.85088Co0.42955Fe0.03361Y0.14889Zr0.38795O3,01086,1,1,1,4.1443429,0.18295,0.51057261,0.41108516,0.81142271,4448.5493,1010.4434,300.79776,14.546056,30.467125,37.558445,43.694935,5.4000001,44.144001,0.889995220654908,2.1499884543910697,1.489991998624509,137.3262625470523,1.5666796,1.4962710000000001,0.8471727083333334,75.81924716875,0.8508845692932473,0.568077366077217,1.4368977641022713,1.7587818681692569,1.811232209169881,31_Mar_2016,Pulsed Laser Deposition,BZYF631/ BZC19,550.0,18.1,850,N,353.0,10,50.0,SiO2,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.86464Co0.46001Fe0.02896Y0.13812Zr0.37291O3,01086,2,1,2,4.1407638,0.19585001,0.49495235,0.44711712,0.97991979,4791.2646,1057.3656,242.44373,14.259808999999999,30.494101,37.579643,43.724995,9.397999800000001,44.144001,0.8899950342017348,2.1499880039704826,1.489991686472567,137.32623377732767,1.5822922999999998,1.488184,0.8424768166666667,75.02514807395,0.86464482432783,0.5624719492104808,1.444705764858702,1.7685847930722292,1.8304027023308156,31_Mar_2016,Pulsed Laser Deposition,BZYF631/ BZC19,550.0,18.1,850,N,353.0,10,50.0,SiO2,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.8657Co0.48182Fe0.02622Y0.13163Zr0.36032O3,01086,3,1,3,4.1384559,0.20848000000000003,0.50102979,0.44129923,0.83886147,5152.9395,1202.7972,240.57744,14.701554000000002,30.511518,37.599419,43.762352,13.39599,44.144001,0.8899980678617102,2.149995332474918,1.4899967652965709,137.32670187106189,1.5936184,1.4825949999999999,0.8393213166666667,74.43195663040001,0.8657018793884818,0.5584762750365522,1.4501568752592031,1.7752399893929032,1.8449965322418245,31_Mar_2016,Pulsed Laser Deposition,BZYF631/ BZC19,550.0,18.1,850,N,353.0,10,50.0,SiO2,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.86553Co0.50514Fe0.02775Y0.12052Zr0.3466O3,01086,4,1,4,4.1414561,0.21717998,0.47823131,0.44828090000000004,,5938.0513,1539.6372,,15.790404,30.488878000000003,37.539066,,17.393998999999997,44.144001,0.8899961844779354,2.149990782727597,1.4899936122158695,137.32641126494542,1.6084581000000002,1.4749550000000002,0.8351895750000001,73.65238431430001,0.8655337106325512,0.5533225792315853,1.4576653407918183,1.784018451398737,1.8645209186837248,31_Mar_2016,Pulsed Laser Deposition,BZYF631/ BZC19,550.0,18.1,850,N,353.0,10,50.0,SiO2,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.88064Co0.53691Fe0.02442Y0.11063Zr0.32803O3,01086,5,1,5,4.1374049,0.22477999,0.44950086,0.4035762,,6690.4858,1827.5448,,16.192019000000002,30.519459,37.574284000000006,,21.391991,44.144001,0.8899997504040109,2.149999397043397,1.489999582137052,137.32696148733888,1.6253279,1.4665970000000002,0.8305049,72.76541953294999,0.8806402469710938,0.5475816605400122,1.4659783137722202,1.7940888514168334,1.8872558197119143,31_Mar_2016,Pulsed Laser Deposition,BZYF631/ BZC19,550.0,18.1,850,N,353.0,10,50.0,SiO2,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.88417Co0.5635Fe0.02239Y0.10264Zr0.31147O3,01086,6,1,6,4.130231899999999,0.22762002,0.45713627,0.40512997,,6499.0830000000005,1901.3036,,15.642296,30.573755,37.636715,,25.389999,44.144001,0.8899970651186085,2.149992910117987,1.4899950865468838,137.3265471478013,1.6398295999999999,1.4596015000000002,0.8266531083333334,71.9980606565,0.8841729156658843,0.5427375290204596,1.4729999319115434,1.802442973390562,1.9073645303167404,31_Mar_2016,Pulsed Laser Deposition,BZYF631/ BZC19,550.0,18.1,850,N,353.0,10,50.0,SiO2,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.88916Co0.59152Fe0.02082Y0.09702Zr0.29064O3,01086,7,1,7,4.125753899999999,0.22774,0.45332608,0.39656845,,6395.4624,1994.5826,,15.188099,30.607752,37.67783,,29.38802,44.144001,0.8900007557148053,2.1500018256031814,1.4900012651854606,137.32711660679445,1.6550737999999998,1.4528280000000002,0.8230847833333335,71.16184533340001,0.8891592449990946,0.5377408280614469,1.4798736158741304,1.8102646232278101,1.9297857716224733,31_Mar_2016,Pulsed Laser Deposition,BZYF631/ BZC19,550.0,18.1,850,N,353.0,10,50.0,SiO2,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.89572Co0.62093Fe0.01791Y0.08452Zr0.27663O3,01086,8,1,8,4.1223989,0.22473,0.45306298,0.39229766,,6240.0449,1940.115,,14.877448000000001,30.633274,37.713081,,33.386009,44.144001,0.8899993933873306,2.1499985345873713,1.489998984434969,137.3269063996651,1.6711559999999999,1.444242,0.8181520916666667,70.34319028335,0.8957206105117648,0.5325651186288597,1.4886691666544605,1.82117603757472,1.952241657600365,31_Mar_2016,Pulsed Laser Deposition,BZYF631/ BZC19,550.0,18.1,850,N,353.0,10,50.0,SiO2,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.90373Co0.64611Fe0.01782Y0.07486Zr0.26121O3,01086,9,1,9,4.1191287,0.21775,0.45641252,0.41098136,,5871.5332,1802.5509,,14.682595000000001,30.658188,37.741982,,37.384009999999996,44.144001,0.8900036975617304,2.150008932312045,1.4900061902999755,137.32757053377497,1.6860359,1.43682,0.8141144,69.55659749245001,0.9037262454117083,0.5278675842914913,1.4963662339834114,1.8302172155411764,1.9743284675286357,31_Mar_2016,Pulsed Laser Deposition,BZYF631/ BZC19,550.0,18.1,850,N,353.0,10,50.0,SiO2,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
Ba0.91624Co0.67221Fe0.02192Y0.0639Zr0.24197O3,01086,10,1,10,4.114356,0.20826001,0.45154595,0.40245703,,5447.2827,1753.7024,,13.6238,30.69463,37.784977000000005,,41.384009999999996,44.144001,0.889996593832672,2.1499917716182524,1.4899942975400913,137.3264744283813,1.7036464999999998,1.428245,0.80971835,68.59416050594999,0.9162435066052772,0.5224068454533685,1.505338209913742,1.840138978621506,2.002014069644738,31_Mar_2016,Pulsed Laser Deposition,BZYF631/ BZC19,550.0,18.1,850,N,353.0,10,50.0,SiO2,35,0,0,0,0,28,0,31.5,180,0,0,0,0,0,0
