Point	Row	Column	d_um
1	1	1	0.18859001
2	1	2	0.19774
3	1	3	0.20343
4	1	4	0.20661999
5	1	5	0.20533
6	1	6	0.20002
7	1	7	0.19292
8	1	8	0.18203001
9	1	9	0.17112
10	1	10	0.15807
11	1	11	0.14593001
12	2	1	0.24934
13	2	2	0.27136001
14	2	3	0.28904
15	2	4	0.30012
16	2	5	0.30540001
17	2	6	0.30193001
18	2	7	0.29247001
19	2	8	0.2775
20	2	9	0.25955001
21	2	10	0.23792
22	2	11	0.2167
23	3	1	0.21927001
24	3	2	0.24147999
25	3	3	0.26238
26	3	4	0.28022999
27	3	5	0.29435
28	3	6	0.30028999
29	3	7	0.30145001
30	3	8	0.29554999
31	3	9	0.28369001
32	3	10	0.26611
33	3	11	0.2471
34	4	1	0.14366999
35	4	2	0.1578
36	4	3	0.17342
37	4	4	0.18732999
38	4	5	0.20137
39	4	6	0.2121
40	4	7	0.21936999
41	4	8	0.22330999
42	4	9	0.22197001
43	4	10	0.21683
44	4	11	0.20648
