Point	Row	Column	Pos_110
1	1	1	30.896833
2	1	2	30.919537
3	1	3	30.935024
4	1	4	30.941521
5	1	5	30.956699
6	1	6	30.977461
7	1	7	30.979757
8	1	8	30.970547
9	1	9	30.931026
10	1	10	30.895227
11	1	11	30.909094
12	2	1	
13	2	2	
14	2	3	
15	2	4	
16	2	5	30.959398
17	2	6	30.9653
18	2	7	30.973431
19	2	8	30.975672
20	2	9	30.943378
21	2	10	30.919016
22	2	11	30.895502
23	3	1	30.874258
24	3	2	30.895344
25	3	3	30.900679
26	3	4	30.927641
27	3	5	30.944487
28	3	6	30.956221
29	3	7	30.958355
30	3	8	30.958752
31	3	9	30.943684
32	3	10	30.933283
33	3	11	30.902212
34	4	1	30.880766
35	4	2	30.901976
36	4	3	30.915634
37	4	4	30.908672
38	4	5	30.885529
39	4	6	30.884363
40	4	7	30.884645
41	4	8	30.877474
42	4	9	30.880644
43	4	10	30.876953
44	4	11	30.881296
