Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	ASR	Temp_C
1	0	0	0.47688219	0.12165565	0.028610701	0.21337107	0.15948039	425842.88	265
2	-4	0	0.47632122	0.12821016	0.029056484	0.19832197	0.16809016	251672.98	265
3	-8	0	0.47908953	0.13003829	0.029220037	0.18551441	0.17613773	242782.28	265
4	-12	0	0.47709009	0.13331713	0.031946033	0.17306508	0.18458164	169532.91	265
5	-16	0	0.4781709	0.1342762	0.033580374	0.16041966	0.19355287	126998.88	265
6	-20	0	0.47731143	0.13748279	0.035737712	0.14877136	0.20069671	84460.148	265
7	-24	0	0.4772605	0.14211963	0.034905616	0.13801651	0.20769773	76576.32	265
8	-28	0	0.47679958	0.14026883	0.035278864	0.13027322	0.2173795	83426.562	265
9	-32	0	0.47703615	0.14228286	0.035225246	0.12265906	0.22279669	134158.58	265
10	-36	0	0.47542655	0.14166537	0.03477047	0.11688907	0.23124853	233143.88	265
11	-40	0	0.47363335	0.13793813	0.036750302	0.11297361	0.23870461	217250.56	265
12	0	3.75	0.47840846	0.12348671	0.029182861	0.21458642	0.15433554	806132.69	265
13	-4	3.75	0.4763667	0.13039306	0.030331843	0.20053102	0.16237739	593792.44	265
14	-8	3.75	0.47849423	0.13270399	0.030880146	0.18780775	0.17011388	1460212.2	265
15	-12	3.75	0.47611409	0.13709141	0.034037814	0.17508212	0.17767456	666960.12	265
16	-16	3.75	0.47660172	0.13876088	0.035798751	0.16224788	0.18659076	226885.83	265
17	-20	3.75	0.47549203	0.14223614	0.037370194	0.1508866	0.19401504	262511.47	265
18	-24	3.75	0.47558582	0.14658991	0.037663426	0.13988149	0.20027934	248751.31	265
19	-28	3.75	0.47575393	0.14568478	0.037890758	0.13197851	0.208692	240762.23	265
20	-32	3.75	0.4758994	0.14721043	0.037683837	0.12468796	0.21451838	202004.41	265
21	-36	3.75	0.47419995	0.14701742	0.037666522	0.11866396	0.22245215	289749.09	265
22	-40	3.75	0.47157633	0.14376961	0.039680637	0.11469129	0.23028213	339103.5	265
23	0	7.5	0.47993472	0.12531777	0.029755022	0.21580179	0.14919069	2701267	265
24	-4	7.5	0.47641215	0.13257594	0.031607203	0.20274007	0.15666461	1200088.4	265
25	-8	7.5	0.4778989	0.1353697	0.032540254	0.19010112	0.16409002	598913.25	265
26	-12	7.5	0.4751381	0.14086568	0.036129594	0.17709914	0.1707675	183906.27	265
27	-16	7.5	0.47503254	0.14324553	0.038017131	0.16407612	0.17962866	174392.95	265
28	-20	7.5	0.47367263	0.14698949	0.039002672	0.15300183	0.18733338	162649.67	265
29	-24	7.5	0.47391117	0.15106018	0.040421233	0.14174648	0.19286095	121570.21	265
30	-28	7.5	0.47470832	0.1511007	0.040502649	0.1336838	0.20000452	151374.5	265
31	-32	7.5	0.47476265	0.15213799	0.040142428	0.12671687	0.20624006	189994.09	265
32	-36	7.5	0.47297335	0.15236948	0.04056257	0.12043884	0.21365577	199531.97	265
33	-40	7.5	0.46951932	0.1496011	0.042610977	0.11640896	0.22185966	2738589.2	265
34	0	11.5	0.48156273	0.12727089	0.030365327	0.21709818	0.14370286	661242.44	265
35	-4	11.5	0.47646067	0.13490437	0.03296759	0.20509639	0.15057097	256715.25	265
36	-8	11.5	0.47726393	0.13821311	0.034311038	0.19254734	0.15766457	173566.7	265
37	-12	11.5	0.47409701	0.14489157	0.038360827	0.17925063	0.16339995	155709.89	265
38	-16	11.5	0.47335875	0.14802918	0.040383406	0.16602623	0.17220241	155546.53	265
39	-20	11.5	0.4717319	0.15205973	0.040743984	0.15525809	0.18020628	156803.17	265
40	-24	11.5	0.47212487	0.15582846	0.043362901	0.14373578	0.18494798	98413.531	265
41	-28	11.5	0.473593	0.1568777	0.043288659	0.13550279	0.19073786	139178.84	265
42	-32	11.5	0.47355011	0.15739407	0.042764928	0.12888102	0.19740987	164223.61	265
43	-36	11.5	0.47166497	0.15807834	0.043651689	0.12233206	0.20427294	3014641	265
