Point	Row	Column	MaxInt_110
1	1	1	4448.5493
2	1	2	4791.2646
3	1	3	5152.9395
4	1	4	5938.0513
5	1	5	6690.4858
6	1	6	6499.083
7	1	7	6395.4624
8	1	8	6240.0449
9	1	9	5871.5332
10	1	10	5447.2827
11	1	11	5101.3188
12	2	1	6116.4727
13	2	2	5969.1431
14	2	3	6191.2319
15	2	4	6445.3022
16	2	5	6483.1221
17	2	6	6566.4624
18	2	7	6683.373
19	2	8	6393.4976
20	2	9	6196.2949
21	2	10	7046.9204
22	2	11	6770.1821
23	3	1	5085.7935
24	3	2	4942.1875
25	3	3	5335.707
26	3	4	5526.2236
27	3	5	5858.1909
28	3	6	5939.9707
29	3	7	6262.2832
30	3	8	6851.2495
31	3	9	6245.0293
32	3	10	7276.5771
33	3	11	6955.5674
34	4	1	2458.9084
35	4	2	2573.4536
36	4	3	2974.1909
37	4	4	3241.7612
38	4	5	4377.8496
39	4	6	4825.981
40	4	7	4938.3706
41	4	8	5204.1885
42	4	9	5117.4043
43	4	10	5299.2153
44	4	11	5289.1436
