Point	Row	Column	FWHM_111
1	1	1	0.41108516
2	1	2	0.44711712
3	1	3	0.44129923
4	1	4	0.4482809
5	1	5	0.4035762
6	1	6	0.40512997
7	1	7	0.39656845
8	1	8	0.39229766
9	1	9	0.41098136
10	1	10	0.40245703
11	1	11	0.42453369
12	2	1	0.44206274
13	2	2	0.38737249
14	2	3	0.41199002
15	2	4	0.427641
16	2	5	0.46789095
17	2	6	0.44994715
18	2	7	0.44515336
19	2	8	0.44679955
20	2	9	0.43308818
21	2	10	0.41873044
22	2	11	0.40305588
23	3	1	0.43306324
24	3	2	0.45679379
25	3	3	0.47853309
26	3	4	0.45413432
27	3	5	0.45476636
28	3	6	0.44740567
29	3	7	0.49867827
30	3	8	0.48693156
31	3	9	0.45206246
32	3	10	0.40729567
33	3	11	0.39266929
34	4	1	0.45097747
35	4	2	0.4874641
36	4	3	0.46975172
37	4	4	0.47757789
38	4	5	0.51753575
39	4	6	0.4505266
40	4	7	0.48664474
41	4	8	0.47130454
42	4	9	0.48167586
43	4	10	0.4591161
44	4	11	0.44721791
