Point	ASR
1	5.1679162e+08
2	1.9409246e+08
3	1.0347078e+08
4	3.5871021e+08
5	2.467364e+08
6	1.293025e+08
7	1.1082682e+08
8	1.0662619e+08
9	89036744
10	62247464
11	62611576
12	1.9705214e+08
13	2.6725349e+08
14	2.6918525e+08
15	3.735137e+08
16	4.7802528e+08
17	2.7358883e+08
18	2.4819534e+08
19	2.0960752e+08
20	1.5893806e+08
21	1.434984e+08
22	1.3443146e+08
23	3.1164637e+08
24	2.9883181e+08
25	2.9265702e+08
26	4.1485574e+08
27	7.8132691e+08
28	4.103617e+08
29	5.2002112e+08
30	3.068457e+08
31	5.6587891e+08
32	2.5817272e+08
33	2.0170579e+08
34	2.7565693e+08
35	8.2160051e+08
36	2.0239662e+08
37	1.9987016e+08
38	3.7336099e+08
39	4.3677181e+08
40	4.1268899e+08
41	4.642535e+08
42	3.0318448e+08
43	1.3893304e+08
44	5.2307475e+08
45	2.9052262e+08
46	6.8438278e+08
47	2.5481562e+08
48	4.9918106e+08
49	3.7282912e+08
50	4.4937242e+08
51	53364620
52	5.1840288e+08
53	2.1678322e+08
54	44879812
55	2.6181666e+08
56	3.4093853e+08
57	4.5282186e+08
58	3.782801e+08
59	2.9937718e+08
60	3.4194384e+08
61	3.7336195e+08
62	2.9860246e+08
63	2.1989026e+08
64	4.7147286e+08
65	5.2428048e+08
66	4.0026054e+08
67	2.7627018e+08
68	2.9185466e+08
69	4.2714157e+08
70	2.4240949e+08
71	2.6785542e+08
72	2.3043782e+08
73	6.8935283e+08
74	3.7131709e+08
75	3.0466512e+08
76	2.7164387e+08
77	3.7985373e+08
78	1.1322298e+09
79	2.4223323e+08
80	4.296313e+08
81	3.6445398e+08
82	3.9810544e+08
83	4.0779722e+08
84	3.3316218e+08
85	3.438888e+08
86	3.1087699e+08
87	3.0810547e+08
88	4.1142106e+08
89	4.5247222e+08
90	7.6539277e+08
91	9.2425587e+08
92	4.7887226e+08
93	9.3597389e+08
94	1.6482038e+08
95	4.966728e+08
96	3.6384922e+08
97	3.7972586e+08
98	3.3693114e+08
99	3.2976454e+08
100	2.195208e+08
101	4.9646736e+08
102	3.474872e+08
103	2.6414269e+08
104	5.1143514e+08
105	5.7579814e+08
106	7.7435795e+08
107	1.0877128e+09
108	2.2928203e+08
109	5.2334806e+08
110	45340056
111	3.6623776e+08
112	3.3578381e+08
113	2.5021664e+08
114	1.456749e+08
115	4.573536e+08
116	5.5969754e+08
117	6.2044986e+08
118	6.3686848e+08
119	
120	3.801921e+08
121	7.5784262e+08
122	6.7337875e+08
123	5.9568538e+08
124	6.4469888e+08
125	1.6753471e+09
126	6.6595456e+08
127	1.1656933e+09
128	5.3423869e+08
129	6.9623475e+08
130	7.297191e+08
131	4.6762723e+08
132	5.1031424e+08
