Point	ASR
1	3.314378e+09
2	1477160.2
3	1881956.9
4	553025.69
5	1055690.8
6	1147062.6
7	1193245
8	1.5111049e+10
9	1.3533341e+09
10	373897.59
11	4.9385818e+08
12	360590.75
13	1267973.6
14	1524881.9
15	3.1949975e+09
16	1132208.6
17	1589021.9
18	1.3442866e+09
19	1577037.6
20	1371098.6
21	1093179.8
22	1.7900782e+09
23	2.6403342e+08
24	3.402729e+09
25	1451960.6
26	2.7162188e+10
27	2109502.5
28	2701835.2
29	1302193.5
30	9.1263206e+08
31	2.3316882e+09
32	1329445.8
33	1.8560539e+09
34	1279723.5
35	1.2632334e+11
36	5.1239337e+09
37	900265.31
38	1272133.8
39	1493033.1
40	438254.94
41	1.9893562e+09
42	705240.75
43	3.9930582e+08
44	7.8910618e+08
45	1099830.8
46	3.5939796e+09
47	1.377958e+11
48	1592733
49	9.4718935e+09
50	1003088
51	1.4457609e+09
52	1341930.8
53	1519816.8
54	1143415
55	1.5453736e+08
56	941248
57	1356875.6
58	1366923.4
59	1592744.4
60	1509185.2
61	3.6316782e+09
62	1147656.5
63	3.3860899e+08
64	4.0715013e+09
65	1155923.2
66	856005.06
67	2.534635e+09
68	1618843.8
69	1490619.8
70	324587.81
71	9.647833e+08
72	9505635
73	1.0031098e+10
74	292405.06
75	1.4193257e+09
76	745726.44
77	1077102
78	384128.81
79	1550321
80	1146538.4
81	1546570.9
82	1365582.9
83	1542517.9
84	1045158.9
85	1205733.8
86	1532868.5
87	1088584.8
88	1309946
89	4.112342e+09
90	5.4255277e+08
91	5.1617333e+10
92	1830863
93	1.6336268e+11
94	831284.5
95	7.1722506e+09
96	1025702.1
97	1218536.4
98	1908621.8
99	1.3091007e+09
100	1202837.9
101	1052685.9
102	1529459.9
103	1325631
104	1.8590867e+09
105	8.7367635e+08
106	1627837.1
107	958054.88
108	1668859.8
109	1.6179191e+09
110	1278919
111	2077820.6
112	363614.22
113	1477281.1
114	6.7952599e+09
115	2.3246635e+08
116	1349024.9
117	2.0696795e+10
118	1525036.5
119	3.6411781e+10
120	2.0464319e+09
121	4.0589345e+10
122	3.0304154e+10
123	1.2022872e+09
124	2.293675e+09
125	2.0492593e+10
126	6.7008134e+08
127	7.6309222e+09
128	251726.19
129	9.6761069e+08
130	2.0096754e+09
131	1.1143231e+09
132	1.1092964e+09
