Point	Rp
1	1.6450002e+10
2	6.1781601e+09
3	3.29358e+09
4	1.141811e+10
5	7.8538701e+09
6	4.11583e+09
7	3.5277299e+09
8	3.3940201e+09
9	2.8341299e+09
10	1.9814001e+09
11	1.99299e+09
12	6.2723702e+09
13	8.5069501e+09
14	8.5684398e+09
15	1.188932e+10
16	1.521603e+10
17	8.70861e+09
18	7.90031e+09
19	6.67202e+09
20	5.0591601e+09
21	4.5677e+09
22	4.2790899e+09
23	9.9200205e+09
24	9.5121203e+09
25	9.3155697e+09
26	1.320528e+10
27	2.4870431e+10
28	1.306223e+10
29	1.65528e+10
30	9.76721e+09
31	1.80125e+10
32	8.2179e+09
33	6.4205e+09
34	8.7744399e+09
35	2.6152378e+10
36	6.4424899e+09
37	6.36207e+09
38	1.188446e+10
39	1.390289e+10
40	1.313631e+10
41	1.477766e+10
42	9.6506696e+09
43	4.42238e+09
44	1.665e+10
45	9.2476303e+09
46	2.1784601e+10
47	8.11104e+09
48	1.588944e+10
49	1.186753e+10
50	1.430398e+10
51	1.69865e+09
52	1.650129e+10
53	6.9004298e+09
54	1.42857e+09
55	8.33389e+09
56	1.085242e+10
57	1.441378e+10
58	1.204104e+10
59	9.5294802e+09
60	1.088442e+10
61	1.188449e+10
62	9.5048202e+09
63	6.9993298e+09
64	1.500746e+10
65	1.668838e+10
66	1.27407e+10
67	8.7939604e+09
68	9.2900301e+09
69	1.359635e+10
70	7.71614e+09
71	8.5261102e+09
72	7.3350702e+09
73	2.19428e+10
74	1.18194e+10
75	9.6978002e+09
76	8.6467e+09
77	1.209113e+10
78	3.6040024e+10
79	7.71053e+09
80	1.36756e+10
81	1.160094e+10
82	1.26721e+10
83	1.29806e+10
84	1.060489e+10
85	1.094633e+10
86	9.8955305e+09
87	9.8073098e+09
88	1.309595e+10
89	1.440265e+10
90	2.4363229e+10
91	2.9420003e+10
92	1.524299e+10
93	2.9792999e+10
94	5.2464e+09
95	1.5809599e+10
96	1.158169e+10
97	1.208706e+10
98	1.072486e+10
99	1.049674e+10
100	6.9875702e+09
101	1.580306e+10
102	1.106087e+10
103	8.4079299e+09
104	1.62795e+10
105	1.832824e+10
106	2.46486e+10
107	3.4623001e+10
108	7.2982799e+09
109	1.66587e+10
110	1.44322e+09
111	1.165772e+10
112	1.068834e+10
113	7.96465e+09
114	4.6369802e+09
115	1.455803e+10
116	1.781574e+10
117	1.974955e+10
118	2.0272171e+10
119	
120	1.21019e+10
121	2.41229e+10
122	2.1434329e+10
123	1.8961271e+10
124	2.0521421e+10
125	5.3327999e+10
126	2.119801e+10
127	3.7105201e+10
128	1.700536e+10
129	2.2161861e+10
130	2.3227699e+10
131	1.488505e+10
132	1.624382e+10
