Point	ASR
1	3.9684879e+11
2	2.3976617e+09
3	2.7426081e+09
4	2.9936212e+09
5	9.8268947e+08
6	2.7162189e+09
7	8.582825e+08
8	3.0181256e+09
9	5.2024742e+08
10	3.9207045e+09
11	2404382.5
12	3.0844132e+09
13	7.1188442e+08
14	3.2484042e+09
15	8852504
16	2290974.8
17	1721078.2
18	2.904086e+09
19	2703773.5
20	2.9417862e+08
21	3.6882275e+08
22	6.8361011e+08
23	1.7655736e+10
24	7.7880032e+08
25	2.6329667e+09
26	4.329111e+09
27	3.6725189e+09
28	1830075.5
29	1025552.3
30	1801205.5
31	916872
32	3.6693786e+08
33	2.5701348e+09
34	7.3607455e+09
35	2.7397809e+09
36	1.2135964e+09
37	1664592.2
38	1.4790607e+09
39	2.2666573e+09
40	5.9658793e+10
41	2.5732764e+09
42	1.3650209e+10
43	1.835317e+09
44	4.5867218e+09
45	5.3375626e+08
46	1.7297596e+09
47	6.6287549e+09
48	7.3481805e+08
49	1.2792557e+09
50	1.4598971e+09
51	2.0693655e+09
52	8.7367635e+08
53	3.0056438e+12
54	1197116.4
55	1.3518263e+09
56	6.4025619e+08
57	3.7604833e+09
58	1.4046051e+09
59	7.3701715e+08
60	1.6499631e+09
61	2.1252858e+09
62	1.0907602e+09
63	2336537
64	1.1385123e+09
65	3.6693773e+09
66	6694877
67	72853584
68	3.524864e+10
69	2.8349715e+08
70	5479104
71	9.7703462e+08
72	2.207809e+08
73	1.7668315e+08
74	8.8184448e+08
75	2773864.8
76	1.4039767e+09
77	1.394239e+08
78	9.8645933e+08
79	2.342998e+09
80	3.3615027e+08
81	3.6599524e+09
82	1.4724634e+09
83	2.2905334e+09
84	6.7575616e+08
85	1.9644364e+09
86	1874744.4
87	3.7793344e+08
88	163599.23
89	7.7660109e+09
90	4.9071636e+09
91	2.6430211e+08
92	2.0090469e+09
93	1.72222e+09
94	7.3953043e+08
95	2.3062607e+11
96	1.9568965e+09
97	6.4182701e+08
98	9.782911e+09
99	9.1640198e+08
100	1.829348e+09
101	1.9358479e+09
102	2.9637761e+10
103	1.481574e+09
104	6.3711462e+08
105	7.791145e+08
106	166787.39
107	1.6248305e+09
108	1.4108882e+09
109	2517831.8
110	2.3156662e+09
111	6.2172083e+08
112	1570628.1
113	1.832805e+08
114	7.505259e+09
115	3.3457935e+09
116	1.0690832e+09
117	1.659388e+09
118	1.9980515e+09
119	3.1126874e+09
120	1.3791581e+09
121	7.3450373e+09
122	1.2274194e+09
123	4.2222989e+08
124	2861530
125	2451840.8
126	7.0591539e+08
127	1.0700257e+09
128	2275289.2
129	137784.92
130	3.433759e+08
131	165487.72
132	8.1807021e+08
