Point	ASR
1	2.4029426e+08
2	4.0691696e+08
3	3.8597386e+08
4	3.5316026e+08
5	3.1661635e+08
6	3.5875325e+08
7	1.2723565e+08
8	2.0981392e+08
9	1.4664062e+08
10	3.1107773e+08
11	2.0168757e+08
12	1.2051548e+08
13	2.5440627e+08
14	7.8923936e+08
15	7.2406202e+08
16	9.6748403e+08
17	76021136
18	1.107516e+09
19	2.7456176e+08
20	511478.09
21	1391598.8
22	1.1077375e+09
23	1.6972063e+09
24	513869.88
25	543507.62
26	1.229329e+09
27	1.0504522e+09
28	2.9980883e+08
29	1.8424087e+09
30	1.2671145e+09
31	47531628
32	2.0609356e+09
33	1.0678396e+09
34	2.4673859e+08
35	8.6365766e+08
36	4.8094602e+08
37	6.7048474e+08
38	81102032
39	1.080444e+09
40	9.3979974e+08
41	1502308.4
42	7.753991e+08
43	2.8871402e+08
44	8.6225901e+08
45	4.4414198e+08
46	1.3030718e+08
47	7.7226662e+08
48	3.7536314e+08
49	7.693449e+08
50	4.4710779e+09
51	9.9924992e+08
52	89971368
53	6.9561306e+08
54	1.8769806e+08
55	2.9906304e+08
56	2.2509565e+09
57	1395620
58	2048316.6
59	86587560
60	453511.84
61	7.3149408e+08
62	3.4726099e+08
63	1.4299383e+09
64	7.4566707e+08
65	468568.16
66	1088830.1
67	3.5120525e+08
68	9.6936774e+08
69	9.158407e+08
70	1281454.5
71	1.168822e+09
72	8.2396525e+08
73	460252.69
74	467783.03
75	1.7841555e+09
76	5.6951059e+08
77	535835.88
78	1517388
79	1.0823685e+09
80	67778232
81	9.1683155e+08
82	1.63873e+09
83	1577706.5
84	1.3867199e+09
85	1335489.9
86	4.3447184e+08
87	1575821.5
88	504180.59
89	2.111293e+08
90	1.2329196e+09
91	29606344
92	4.8261734e+08
93	2.63646e+08
94	7.0561006e+10
95	6.1585811e+08
96	1.0687727e+09
97	1.2177136e+10
98	1368947.9
99	2.6974528e+09
100	1.0924565e+08
101	650937.44
102	843543.94
103	593775.56
104	575684.12
105	2.3265925e+08
106	1.0152896e+08
107	6.8483866e+08
108	6.1480914e+09
109	6.6363322e+08
110	1.8297375e+10
111	89407768
112	2.1428786e+08
113	2.0119251e+09
114	6.3730202e+08
115	98889088
116	6.9183245e+08
117	1.1281876e+09
118	1.0701009e+10
119	1.8273134e+09
120	2.0994062e+09
121	7.8514458e+08
122	1.0364451e+09
123	1.6059149e+09
124	8.3108032e+08
125	4.7129759e+09
126	1.4147519e+09
127	1.8054285e+09
128	1.3369812e+09
129	5.0461885e+09
130	2.0815089e+09
131	1.6442467e+09
132	9.7840109e+08
