Point	Rp
1	2.7698483e+10
2	3.6780007e+10
3	7.4100007e+10
4	1.0870001e+11
5	2.5830009e+10
6	1.262e+11
7	5.8130006e+10
8	2.3280007e+10
9	4.3720008e+10
10	4612690
11	4.0720007e+10
12	90838288
13	7.3400001e+10
14	8.6130063e+09
15	1.1260001e+11
16	3.8730007e+10
17	1.3890007e+10
18	5.4131999e+11
19	1.3640001e+11
20	4.2750009e+10
21	1.4280001e+11
22	64418992
23	5.3957001e+11
24	5.4700007e+10
25	7.1940006e+10
26	1.1200006e+10
27	5.5800005e+10
28	4.8450007e+10
29	3.9670006e+10
30	4.9090011e+10
31	5.732001e+10
32	2.8460012e+10
33	2.9840002e+11
34	7.4890011e+10
35	5.5970058e+09
36	7.0770008e+10
37	8.5980078e+09
38	4.3650007e+10
39	5.8840007e+10
40	1.5560042e+09
41	6.6960011e+10
42	1.2700001e+11
43	5.6470008e+10
44	3.2840006e+10
45	6.6053411e+10
46	4.1390006e+10
47	1.078e+12
48	4.7660007e+10
49	4.3420008e+10
50	6.7449999e+11
51	1.137e+11
52	1.4410008e+10
53	3.5690009e+10
54	6.8130084e+09
55	4.4820009e+10
56	8.1510007e+10
57	1.829e+11
58	1.9550007e+10
59	1.00499e+12
60	3.9844e+10
61	2.9114499e+10
62	4.083e+11
63	4.6880006e+10
64	7.6580012e+10
65	9.9839001e+10
66	1.749214e+10
67	2.3990001e+12
68	7.1100058e+09
69	5.1960001e+11
70	3.9830008e+10
71	4.981001e+10
72	1.6282483e+10
73	1.4980007e+10
74	1.2380001e+11
75	17970350
76	1.3680001e+11
77	9.3220076e+09
78	5039421
79	1.715001e+10
80	1.8860007e+10
81	36267620
82	1.1250001e+11
83	3.8120006e+10
84	5.5650009e+10
85	2.4970009e+10
86	4.3370001e+11
87	4.687e+12
88	4322730
89	1.5790007e+10
90	1.7470007e+10
91	1.8930008e+10
92	5.5540007e+10
93	7.2180086e+09
94	8.2710072e+09
95	1.2450001e+11
96	5.282007e+09
97	6.5920067e+09
98	1.5020123e+09
99	3.4200009e+10
100	1.101e+11
101	5.6210006e+10
102	90289256
103	29349962
104	2.8980063e+09
105	3.9120007e+10
106	3815530
107	7.0820004e+10
108	5.1070009e+10
109	1.8320005e+10
110	1.8140006e+10
111	82367504
112	4.9940017e+10
113	1.8200007e+10
114	1.1200006e+10
115	1.3830001e+11
116	6356990
117	8.870001e+10
118	4.9220006e+10
119	1.1960001e+11
120	2.5510001e+11
121	8.1741e+09
122	1.5510004e+10
123	1.17e+11
124	2.8900006e+10
125	6.5300009e+10
126	2.3220009e+10
127	6.1106133e+11
128	4.5220008e+10
129	1.4250374e+09
130	2.2680064e+09
131	2.5490008e+10
132	2.5020001e+11
