Point	Rp
1	46212260
2	46194480
3	36247712
4	39607648
5	34907608
6	12294680
7	25924730
8	13005830
9	5.5860077e+10
10	1.102328e+10
11	7.3300034e+10
12	40512640
13	40520920
14	2.3639999e+12
15	3.6360057e+10
16	52033112
17	3.2987916e+10
18	15164230
19	42763280
20	1.601e+12
21	11985550
22	55360240
23	48679760
24	52163740
25	15181240
26	51345552
27	56675660
28	41644720
29	7.589e+11
30	42017440
31	55048840
32	12557170
33	34726128
34	5.7000096e+10
35	2.5180004e+11
36	2.758722e+09
37	57160608
38	58966392
39	13567900
40	11178470
41	31537260
42	39153208
43	10883100
44	58288088
45	13159620
46	2.073e+12
47	43807688
48	7.0190799e+11
49	11760430
50	34938328
51	13152500
52	5.7668741e+09
53	5.8960599e+09
54	31083130
55	37061768
56	32753990
57	1.7095282e+10
58	24437580
59	30569160
60	12336920
61	30295230
62	43138260
63	33966260
64	1.037e+11
65	8.1960003e+11
66	17173370
67	23174690
68	38298340
69	9.65602e+09
70	3.0960006e+11
71	12797480
72	11845990
73	6.1200044e+10
74	60343880
75	2.0350006e+11
76	10075150
77	5.2111429e+11
78	1.3060072e+11
79	9.3700047e+10
80	26128080
81	29460670
82	34959992
83	38986632
84	34286592
85	54111440
86	9386200
87	14438310
88	70815296
89	11881800
90	11400600
91	11263540
92	43506840
93	10452020
94	15792940
95	22742620
96	11598540
97	8.2460004e+11
98	1.513e+12
99	22429230
100	15649410
101	11690930
102	5.9200006e+11
103	12802890
104	1.8559685e+10
105	8956060
106	1.4450003e+11
107	17070940
108	15057150
109	46848900
110	85042144
111	1.1850001e+12
112	42506960
113	2.1870033e+10
114	1.0012012e+11
115	15108150
116	26755480
117	3.2190005e+11
118	12199220
119	2.2240005e+11
120	2.643001e+11
121	1.137e+11
122	7.4490061e+10
123	3.1020001e+11
124	1.269e+11
125	9.4100003e+11
126	5.6270003e+11
127	3.0960006e+11
128	5.8870067e+10
129	1.0284839e+08
130	40354320
131	3.7870092e+10
132	43262460
