Point	ASR
1	2.2798538e+08
2	9.1734477e+08
3	876228.75
4	56109060
5	1.018174e+10
6	5.8841984e+09
7	2.4997661e+08
8	2.2754542e+09
9	9.638398e+09
10	1.0448929e+10
11	769485.69
12	1.0628e+10
13	6.8580979e+08
14	1.4156006e+09
15	1.947786e+09
16	3.3646431e+09
17	1.1824947e+09
18	4.0485005e+08
19	1.1894062e+09
20	3.2766784e+11
21	1.6389678e+09
22	9.2488429e+08
23	1285134.1
24	8.3126598e+08
25	2355248.2
26	9.9839734e+09
27	3.1016919e+10
28	9.1200358e+09
29	2.6687811e+09
30	2.9333053e+08
31	2.3992325e+09
32	8.9315469e+08
33	53155848
34	7.4516879e+09
35	664598
36	1.7483061e+08
37	2.8376096e+08
38	1104762.4
39	9.6729559e+09
40	7.4235808e+08
41	7.5460997e+09
42	5049243
43	8.9975206e+08
44	1.4240919e+09
45	21272254
46	1871467.1
47	7.9325504e+08
48	7.0560134e+08
49	3.559422e+09
50	6.0946899e+08
51	2.9939366e+09
52	9.361945e+08
53	4194699.5
54	9.2676941e+08
55	1.4137158e+09
56	6396898.5
57	3.6819443e+09
58	11322968
59	1.4925701e+09
60	1.5704817e+09
61	7.7530042e+08
62	1.7938164e+09
63	143595.48
64	12129950
65	9.0556333e+08
66	2.6310816e+10
67	3.8453107e+08
68	1.3599946e+09
69	9.503312e+08
70	182875.09
71	1.086676e+10
72	674274.44
73	2.0269541e+09
74	2425289.5
75	2553312
76	9.8111885e+08
77	3.3457952e+08
78	2.9295329e+09
79	9.9808339e+08
80	6.6727398e+08
81	2.6436509e+08
82	9.4247731e+08
83	8.0204792e+10
84	1.8381446e+09
85	4.5835827e+08
86	2439697.8
87	22026548
88	2.6395645e+09
89	2640791.2
90	1.1535921e+09
91	2.200065e+08
92	1.3191539e+09
93	152125.22
94	3154842.2
95	2621942.8
96	6.8895155e+08
97	6.7010131e+08
98	7.0120428e+09
99	1.1058397e+10
100	9.2739738e+09
101	2.0341804e+09
102	1.0904471e+08
103	3.7447759e+09
104	575421.81
105	4.3102678e+08
106	222567.2
107	1535718.9
108	2.8167498e+09
109	4.99827e+09
110	141582.67
111	8.6236672e+08
112	1570032.9
113	1.2520198e+08
114	9.2142861e+08
115	2.4746309e+09
116	1.2286761e+09
117	2.4570378e+09
118	7220128.5
119	2.2346135e+09
120	1120598.5
121	9.3619384e+09
122	144024.31
123	114133.02
124	3.0687994e+08
125	1.2930787e+09
126	159689.84
127	1971945.6
128	2.7039672e+09
129	8.2686653e+09
130	7.568215e+09
131	1.8855835e+09
132	164090.91
