Point	ASR
1	1789757.5
2	4.3102618e+09
3	2.7592605e+08
4	2.3181793e+09
5	1700066.4
6	3.7070769e+09
7	1.4162294e+09
8	9.0634885e+09
9	1.4888001e+09
10	3.1159233e+10
11	5.3658448e+08
12	5.9250391e+09
13	5.3030042e+09
14	3.1698643e+10
15	17973568
16	2.2116794e+10
17	1.3420878e+10
18	140795.38
19	1.1469964e+09
20	1.0712852e+08
21	837568.31
22	1.4077467e+09
23	1.7372994e+10
24	2863175.8
25	2.3335771e+08
26	2.9694313e+09
27	6.4905306e+08
28	1.9251672e+09
29	1.5984413e+09
30	6.5125184e+08
31	8.6425149e+09
32	1.5547734e+09
33	1.0367247e+10
34	1.5522597e+10
35	2036412
36	2.991048e+08
37	1.2337032e+09
38	7.4361626e+08
39	1.1818663e+10
40	1.5189614e+08
41	1440066.5
42	5.1843155e+08
43	146205.83
44	3.6191382e+08
45	3.8830115e+08
46	3.204424e+08
47	262517.22
48	4.0777939e+08
49	2.4824847e+09
50	2.2396493e+08
51	148275.83
52	2.0813036e+09
53	1.5252421e+10
54	1.7335297e+09
55	1.2846857e+09
56	3.9112801e+09
57	5.7145549e+08
58	1.0989285e+09
59	4.4516355e+08
60	4.6935357e+09
61	2.0665381e+09
62	5193637.5
63	9.368224e+08
64	1.8576229e+09
65	6.6633171e+08
66	8.092736e+09
67	8.7524762e+08
68	2.2760819e+10
69	1.3156982e+09
70	77283952
71	8.6079667e+08
72	5.8904826e+08
73	1112988.4
74	1.5758216e+10
75	1.8280915e+09
76	1.0307566e+09
77	1.1762182e+08
78	1.4752915e+09
79	6.9303571e+08
80	6.082121e+08
81	1.3411468e+08
82	1995988.5
83	1.300944e+10
84	3.6945101e+10
85	3.3646431e+09
86	2.5833296e+10
87	5.544919e+08
88	2.0938699e+10
89	1.1614492e+08
90	7.0510605e+08
91	4.080926e+09
92	6.1009747e+08
93	2.8830374e+09
94	1.6625298e+09
95	2.6769495e+09
96	9.3776634e+08
97	2.6207216e+08
98	6.5879174e+08
99	1.954384e+09
100	5.8119546e+08
101	1.6725832e+09
102	4.225439e+09
103	5.6674284e+09
104	3.9332708e+10
105	57448684
106	8.699079e+08
107	1.09453e+10
108	5.1522106e+08
109	3.6599552e+08
110	2408775.5
111	1.5264993e+09
112	4.5647379e+08
113	9.8017632e+08
114	2.6935997e+09
115	5.780537e+08
116	1.128145e+10
117	4.8506153e+09
118	1.5996977e+10
119	3.6065459e+09
120	163866.28
121	2.521129e+09
122	5.7585352e+09
123	5.884201e+08
124	2.1337682e+09
125	1.4294237e+09
126	5.7396854e+09
127	7.3890193e+10
128	2.1334573e+08
129	1.1843798e+09
130	8.5765434e+08
131	1.0816602e+09
132	1.2534953e+09
