Point	ASR
1	8.701728e+08
2	1.155477e+09
3	2.3279183e+09
4	3.4149084e+09
5	8.1147296e+08
6	3.9646868e+09
7	1.8262065e+09
8	7.3136237e+08
9	1.3735034e+09
10	144911.81
11	1.2792557e+09
12	2853766.8
13	2.3059272e+09
14	2.7058534e+08
15	3.5374305e+09
16	1.216738e+09
17	4.3636707e+08
18	1.7006055e+10
19	4.285129e+09
20	1.34303e+09
21	4.4861911e+09
22	2023780.5
23	1.6951077e+10
24	1.7184499e+09
25	2.2600599e+09
26	3.5185827e+08
27	1.7530074e+09
28	1.5221006e+09
29	1.2462691e+09
30	1.542207e+09
31	1.8007597e+09
32	8.9409683e+08
33	9.374505e+09
34	2.352737e+09
35	1.7583498e+08
36	2.2233034e+09
37	2.7011414e+08
38	1.3713042e+09
39	1.8485117e+09
40	48883272
41	2.103609e+09
42	3.9898196e+09
43	1.7740562e+09
44	1.0316983e+09
45	2.0751274e+09
46	1.3003043e+09
47	3.386634e+10
48	1.497282e+09
49	1.3640787e+09
50	2.1190025e+10
51	3.571988e+09
52	4.5270336e+08
53	1.1212337e+09
54	2.1403678e+08
55	1.4080609e+09
56	2.5607101e+09
57	5.7459681e+09
58	6.1418106e+08
59	3.1572664e+10
60	1.2517352e+09
61	9.1465824e+08
62	1.2827112e+10
63	1.4727776e+09
64	2.4058299e+09
65	3.136532e+09
66	5.4953133e+08
67	7.5366744e+10
68	2.2336722e+08
69	1.6323702e+10
70	1.2512956e+09
71	1.5648262e+09
72	5.1152886e+08
73	4.7061037e+08
74	3.8892887e+09
75	564554.69
76	4.2976952e+09
77	2.9285926e+08
78	158317.95
79	5.3878298e+08
80	5.9250413e+08
81	1139380
82	3.5342889e+09
83	1.1975744e+09
84	1.748295e+09
85	7.844553e+08
86	1.3625076e+10
87	1.4724632e+11
88	135802.45
89	4.9605728e+08
90	5.4883597e+08
91	5.9470323e+08
92	1.7448393e+09
93	2.2676024e+08
94	2.5984114e+08
95	3.9112799e+09
96	1.6593901e+08
97	2.0709382e+08
98	47187068
99	1.0744241e+09
100	3.4588908e+09
101	1.765888e+09
102	2836518.2
103	922055.5
104	91043472
105	1.2289902e+09
106	119868.31
107	2.2248742e+09
108	1.6044102e+09
109	5.7553946e+08
110	5.6988467e+08
111	2587649.2
112	1.5689106e+09
113	5.717696e+08
114	3.5185827e+08
115	4.3448192e+09
116	199710.56
117	2.7865907e+09
118	1.5462908e+09
119	3.757342e+09
120	8.0141962e+09
121	2.567967e+08
122	4.8726074e+08
123	3.6756605e+09
124	9.0791968e+08
125	2.0514584e+09
126	7.2947744e+08
127	1.9197043e+10
128	1.4206272e+09
129	44768832
130	71251464
131	8.0079155e+08
132	7.8602588e+09
