Point	ASR
1	2.9172806e+10
2	1.2054282e+10
3	672505.06
4	1095469.2
5	1341856.4
6	2.5223836e+09
7	1819306.4
8	1464082.4
9	1.8159725e+08
10	1286967.4
11	327028.84
12	1464261.5
13	1322499.1
14	2.0574286e+09
15	5.4223846e+09
16	504979.19
17	303207.72
18	358549.97
19	978075.31
20	3.3740677e+10
21	1.0227364e+09
22	1715415.6
23	1657854.4
24	1560356.8
25	395272.97
26	1060846.8
27	1.7146813e+09
28	403844.16
29	1329436.8
30	776255.19
31	1577729.8
32	1669446
33	690371.94
34	1398509.6
35	1087451
36	1.5868172e+09
37	1145404.5
38	3.0781301e+10
39	6.7952594e+09
40	2.6175736e+09
41	1283093.9
42	1514162.1
43	947364.06
44	2.8315164e+09
45	1374983.5
46	400506.53
47	1698591.8
48	1257199.9
49	1534936
50	363358.81
51	2.6015508e+09
52	1.3869605e+09
53	1.6933212e+09
54	2.3791273e+09
55	1836052.4
56	1493014.9
57	2.8698427e+09
58	6.7041546e+09
59	390528.84
60	1625529.6
61	448555.28
62	1313407
63	1696416.9
64	315093.31
65	3.4642534e+08
66	1140472.6
67	1190313.2
68	492174.69
69	1.1077248e+10
70	574112.69
71	1750394.6
72	1063179.1
73	1760419.8
74	1802521.9
75	1654370.8
76	986671.94
77	1043848.2
78	1853978.9
79	3.7479632e+08
80	1333777.8
81	1468144.1
82	975414.38
83	1577098.2
84	1727883.6
85	1736302.1
86	1363909
87	3.7145091e+08
88	719741.44
89	1119977.8
90	6.4971616e+08
91	7.4487462e+08
92	1661716.8
93	6.3962783e+09
94	1418884
95	1031426.1
96	1127959.2
97	966353.38
98	6.0726948e+09
99	476990.44
100	1576182.5
101	1.9821341e+08
102	1393593.6
103	911258.06
104	1260132.6
105	415110.84
106	1433474.2
107	1360429.1
108	1137548.8
109	931798.12
110	6.5508434e+09
111	1429116.9
112	1.3677172e+09
113	1.1982034e+09
114	1186334.5
115	1.8862107e+10
116	9.6666803e+08
117	1269532.2
118	6.006721e+09
119	1.2500388e+10
120	4.3950858e+09
121	4.967784e+10
122	3.8327398e+10
123	1.4671227e+09
124	9.917609e+08
125	1.3420884e+09
126	2.4580076e+09
127	922165.69
128	3.3552192e+09
129	4.4673472e+08
130	388808.22
131	1.9223401e+09
132	22490878
