Point	Rp
1	1.26321e+13
2	7.6320006e+10
3	8.7300006e+10
4	9.5290008e+10
5	3.1280005e+10
6	8.6460006e+10
7	2.7320005e+10
8	9.6070001e+10
9	1.6560004e+10
10	1.2480001e+11
11	76533936
12	9.8180006e+10
13	2.2660004e+10
14	1.0340001e+11
15	2.8178419e+08
16	72924056
17	54783668
18	9.2440003e+10
19	86063856
20	9.3640038e+09
21	1.1740002e+10
22	2.1760004e+10
23	5.6200004e+11
24	2.4790004e+10
25	8.3810001e+10
26	1.3780001e+11
27	1.169e+11
28	58253160
29	32644372
30	57334200
31	29184966
32	1.1680004e+10
33	8.1810006e+10
34	2.343e+11
35	8.7210009e+10
36	3.8630007e+10
37	52985660
38	4.7080006e+10
39	7.2150008e+10
40	1.899e+12
41	8.1910006e+10
42	4.3450001e+11
43	5.8420007e+10
44	1.46e+11
45	1.6990004e+10
46	5.5060005e+10
47	2.11e+11
48	2.3390005e+10
49	4.0720007e+10
50	4.6470005e+10
51	6.5870004e+10
52	2.7810005e+10
53	9.5672695e+13
54	38105428
55	4.3030004e+10
56	2.0380006e+10
57	1.197e+11
58	4.4710003e+10
59	2.3460004e+10
60	5.2520006e+10
61	6.7650003e+10
62	3.4720002e+10
63	74374352
64	3.6240003e+10
65	1.168e+11
66	2.1310472e+08
67	2.3190036e+09
68	1.122e+12
69	9.0240031e+09
70	1.7440544e+08
71	3.1100004e+10
72	7.0276803e+09
73	5.6240046e+09
74	2.8070005e+10
75	88294936
76	4.4690006e+10
77	4.4380042e+09
78	3.1400004e+10
79	7.4580001e+10
80	1.0700004e+10
81	1.165e+11
82	4.6870004e+10
83	7.2910004e+10
84	2.1510005e+10
85	6.2530003e+10
86	59675016
87	1.2030005e+10
88	5207530
89	2.4720001e+11
90	1.5620001e+11
91	8.4130043e+09
92	6.3950004e+10
93	5.4820012e+10
94	2.3540005e+10
95	7.3410617e+12
96	6.2290006e+10
97	2.0430004e+10
98	3.1140001e+11
99	2.9170006e+10
100	5.8230006e+10
101	6.1620007e+10
102	9.4340003e+11
103	4.7160005e+10
104	2.0280005e+10
105	2.4800006e+10
106	5309012
107	5.1720004e+10
108	4.4910006e+10
109	80145144
110	7.3710002e+10
111	1.9790004e+10
112	49994688
113	5.8340045e+09
114	2.3890002e+11
115	1.0650001e+11
116	3.4030004e+10
117	5.2820005e+10
118	6.3600005e+10
119	9.9080004e+10
120	4.3900006e+10
121	2.3380001e+11
122	3.9070003e+10
123	1.3440006e+10
124	91085408
125	78044584
126	2.2470005e+10
127	3.4060005e+10
128	72424768
129	4385834
130	1.0930003e+10
131	5267642
132	2.6040005e+10
