Point	Row	Column	MaxInt_110
1	1	1	4246.9614
2	1	2	4757.8354
3	1	3	4635.2974
4	1	4	4678.9868
5	1	5	4747.7891
6	1	6	5359.7974
7	1	7	4910.5981
8	1	8	4526.6099
9	1	9	4623.4688
10	1	10	4837.5132
11	1	11	4478.9604
12	2	1	5060.1348
13	2	2	5224.6392
14	2	3	5542.21
15	2	4	5692.5024
16	2	5	5921.2739
17	2	6	6035.0205
18	2	7	5813.1875
19	2	8	5820.3984
20	2	9	5669.1426
21	2	10	6131.2075
22	2	11	5639.7178
23	3	1	4696.2217
24	3	2	4983.7925
25	3	3	5217.9492
26	3	4	5590.8926
27	3	5	5645.1294
28	3	6	5450.0503
29	3	7	5410.7852
30	3	8	5875.251
31	3	9	5882.3096
32	3	10	6025.6343
33	3	11	6077.2437
34	4	1	3069.6025
35	4	2	2923.436
36	4	3	2492.3625
37	4	4	2603.7012
38	4	5	3009.0105
39	4	6	3671.6147
40	4	7	3721.1721
41	4	8	4494.7349
42	4	9	4606.5825
43	4	10	5054.7925
44	4	11	4883.9297
