Point	Row	Column	Norm_d
1	1	1	0.27005142
2	1	2	0.35398605
3	1	3	0.43102768
4	1	4	0.46906188
5	1	5	0.48365924
6	1	6	0.47498193
7	1	7	0.43151423
8	1	8	0.36225772
9	1	9	0.2970562
10	1	10	0.2029845
11	1	11	0.099586554
12	2	1	0.62330729
13	2	2	0.75468332
14	2	3	0.8580004
15	2	4	0.9372316
16	2	5	0.98702455
17	2	6	1
18	2	7	0.96383125
19	2	8	0.91095632
20	2	9	0.81923628
21	2	10	0.70099747
22	2	11	0.56151181
23	3	1	0.48868722
24	3	2	0.6237126
25	3	3	0.72200167
26	3	4	0.82053363
27	3	5	0.88743836
28	3	6	0.91460568
29	3	7	0.91874158
30	3	8	0.88849288
31	3	9	0.82321
32	3	10	0.7417081
33	3	11	0.60692602
34	4	1	0
35	4	2	0.089125112
36	4	3	0.17476295
37	4	4	0.22293423
38	4	5	0.28221586
39	4	6	0.31335676
40	4	7	0.33914557
41	4	8	0.33946979
42	4	9	0.31214029
43	4	10	0.26023874
44	4	11	0.18595426
