Point	Row	Column	FWHM_200
1	1	1	
2	1	2	
3	1	3	
4	1	4	
5	1	5	
6	1	6	
7	1	7	
8	1	8	
9	1	9	
10	1	10	
11	1	11	
12	2	1	
13	2	2	0.84167075
14	2	3	0.67386311
15	2	4	0.88059223
16	2	5	
17	2	6	
18	2	7	0.99557787
19	2	8	0.72637302
20	2	9	
21	2	10	
22	2	11	
23	3	1	
24	3	2	0.77087188
25	3	3	0.69700676
26	3	4	
27	3	5	0.79921728
28	3	6	0.71823943
29	3	7	0.65612346
30	3	8	
31	3	9	
32	3	10	
33	3	11	
34	4	1	0.67212987
35	4	2	0.65176463
36	4	3	0.57145512
37	4	4	0.57953846
38	4	5	0.60684288
39	4	6	0.69527048
40	4	7	0.7583285
41	4	8	
42	4	9	
43	4	10	
44	4	11	
