Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	ASR	Temp_C
68	-4	23	0.46173471	0.083484836	0	0.1896145	0.26516595	19273.545	437
69	-8	23	0.46254227	0.084902517	0	0.19526452	0.25729069	8564.5244	437
70	-12	23	0.46271607	0.0854991	0	0.20303473	0.24875011	9449.9111	437
71	-16	23	0.46261093	0.08537823	0	0.21353057	0.23848027	15777.078	437
72	-20	23	0.46385834	0.083619669	0	0.22446357	0.22805843	3958.468	437
73	-24	23	0.46555552	0.081234962	0	0.23792168	0.21528785	2956.71	437
74	-28	23	0.46580368	0.079323299	0	0.25109804	0.20377499	38468.801	437
75	-32	23	0.46738672	0.07593824	0	0.26462144	0.19205359	5959.8213	437
76	-36	23	0.46987775	0.071224444	0	0.27676442	0.18213341	15252.746	437
77	-40	23	0.4678202	0.068928383	0	0.28647697	0.17677443	450033.16	437
78	0	26.75	0.46459872	0.076725543	0	0.19772041	0.2609553	282334.94	437
79	-4	26.75	0.46045807	0.0815669	0	0.20223999	0.25573504	18912.199	437
80	-8	26.75	0.46217692	0.08288499	0	0.20682494	0.24811314	9459.8818	437
81	-12	26.75	0.46131793	0.085244209	0	0.21354851	0.23988935	6616.4688	437
82	-16	26.75	0.46139589	0.086737499	0	0.22227596	0.22959064	4273.1001	437
83	-20	26.75	0.46308491	0.085286841	0	0.23189674	0.21973149	3430.7034	437
84	-24	26.75	0.46501431	0.083434962	0	0.24427693	0.2072738	3862.7139	437
85	-28	26.75	0.46578604	0.081674479	0	0.25589782	0.19664168	5494.3315	437
86	-32	26.75	0.46669513	0.079448208	0	0.26857921	0.18527743	6786.1543	437
87	-36	26.75	0.47046128	0.073654771	0	0.27991322	0.17597073	20857.033	437
88	-40	26.75	0.46752927	0.072189376	0	0.28942296	0.1708584	32446.369	437
89	0	30.5	0.46643624	0.071995117	0	0.21030204	0.2512666	682228.25	437
90	-4	30.5	0.46208048	0.075608782	0	0.2166383	0.24567243	21858.416	437
91	-8	30.5	0.46221694	0.077455938	0	0.22230148	0.23802564	10420.663	437
92	-12	30.5	0.46088585	0.080295824	0	0.22956447	0.22925384	7706.5151	437
93	-16	30.5	0.46019891	0.081475586	0	0.23881182	0.21951368	14130.884	437
94	-20	30.5	0.46149203	0.080845498	0	0.24807638	0.20958608	5479.6289	437
95	-24	30.5	0.4623372	0.080305547	0	0.25938734	0.19796991	31211.723	437
96	-28	30.5	0.46274281	0.079211213	0	0.2695612	0.18848479	6004.9028	437
97	-32	30.5	0.4630641	0.078108668	0	0.28094754	0.17787972	11154.539	437
98	-36	30.5	0.46615261	0.073352247	0	0.29067823	0.16981693	30097.4	437
99	-40	30.5	0.46335876	0.071898133	0	0.29947376	0.16526933	62549.109	437
100	0	34.5	0.46873498	0.06668251	0	0.22365952	0.24092299	664164.12	437
101	-4	34.5	0.4642868	0.068590477	0	0.23228741	0.23483531	36647.934	437
102	-8	34.5	0.46232617	0.071105108	0	0.23945242	0.2271163	42405.219	437
103	-12	34.5	0.46058351	0.07424733	0	0.24755108	0.21761809	9202.7617	437
104	-16	34.5	0.4589251	0.074776329	0	0.25772849	0.20857008	7219.8828	437
105	-20	34.5	0.4596585	0.075105645	0	0.26676995	0.1984659	5520.4067	437
106	-24	34.5	0.45913109	0.076092929	0	0.27694187	0.18783411	5709.7188	437
107	-28	34.5	0.45900017	0.075793669	0	0.28559002	0.17961612	6929.1597	437
108	-32	34.5	0.45870864	0.075883992	0	0.29552054	0.16988681	14125.135	437
109	-36	34.5	0.46075383	0.072581097	0	0.30341077	0.16325432	38210.25	437
110	-40	34.5	0.45827356	0.071004547	0	0.3113606	0.1593613	4161674	437
111	0	38.25	0.47089007	0.061701946	0	0.23618214	0.23122583	50457.121	437
112	-4	38.25	0.4663552	0.062010814	0	0.24695845	0.22467552	113065.92	437
113	-8	38.25	0.46242857	0.065151207	0	0.2555314	0.2168888	37421.426	437
114	-12	38.25	0.46030006	0.068576872	0	0.26441354	0.20670953	24596.314	437
115	-16	38.25	0.45773086	0.068495773	0	0.2754629	0.19831045	17090.578	437
116	-20	38.25	0.45793957	0.069724523	0	0.28429517	0.18804073	10437.766	437
117	-24	38.25	0.45612538	0.072143592	0	0.29339924	0.17833179	11848.862	437
118	-28	38.25	0.45549145	0.072589718	0	0.30061704	0.17130177	22036.105	437
119	-32	38.25	0.4546254	0.073798366	0	0.30918276	0.16239347	35390.043	437
120	-36	38.25	0.4556925	0.071858145	0	0.31534749	0.15710188	37560.883	437
121	-40	38.25	0.45350617	0.070166811	0	0.32250446	0.15382254	117652.65	437
122	0	42	0.4730452	0.056721382	0	0.24870476	0.22152866	69617.695	437
123	-4	42	0.46842363	0.055431146	0	0.26162949	0.21451572	1955390.1	437
124	-8	42	0.46253097	0.059197303	0	0.27161041	0.2066613	548544.06	437
125	-12	42	0.46001661	0.062906407	0	0.28127596	0.195801	160705.03	437
126	-16	42	0.45653668	0.062215216	0	0.29319727	0.18805082	6851210.5	437
127	-20	42	0.45622063	0.064343415	0	0.3018204	0.17761557	291791.12	437
128	-24	42	0.45311964	0.068194263	0	0.30985662	0.1688295	126967.47	437
129	-28	42	0.45198277	0.069385767	0	0.31564406	0.1629874	38770.395	437
130	-32	42	0.45054215	0.071712747	0	0.32284498	0.15490012	50444.555	437
131	-36	42	0.45063114	0.071135186	0	0.32728425	0.15094943	70224.023	437
132	-40	42	0.44873881	0.069329061	0	0.33364835	0.14828376	67801.852	437
