Point	Row	Column	Pos_110
1	1	1	31.510284
2	1	2	31.578682
3	1	3	31.602152
4	1	4	31.616222
5	1	5	31.628225
6	1	6	31.647758
7	1	7	31.659611
8	1	8	31.667507
9	1	9	31.68259
10	1	10	31.679142
11	1	11	31.645012
12	2	1	30.955723
13	2	2	30.963079
14	2	3	31.110592
15	2	4	31.253128
16	2	5	31.338467
17	2	6	31.405544
18	2	7	31.466499
19	2	8	31.529545
20	2	9	31.590107
21	2	10	31.642946
22	2	11	31.662659
23	3	1	30.977219
24	3	2	31.020147
25	3	3	31.088467
26	3	4	31.14624
27	3	5	31.188297
28	3	6	31.235254
29	3	7	31.274073
30	3	8	31.340773
31	3	9	31.418375
32	3	10	31.487127
33	3	11	31.529667
34	4	1	31.240469
35	4	2	31.303493
36	4	3	31.385935
37	4	4	31.411978
38	4	5	31.427282
39	4	6	31.449526
40	4	7	31.473457
41	4	8	31.473948
42	4	9	31.44153
43	4	10	31.344616
44	4	11	31.237808
