Point	Row	Column	Norm_d
1	1	1	0.70668018
2	1	2	0.71283811
3	1	3	0.69233769
4	1	4	0.64385378
5	1	5	0.57260895
6	1	6	0.48725542
7	1	7	0.38327226
8	1	8	0.28303063
9	1	9	0.17865773
10	1	10	0.086834513
11	1	11	0
12	2	1	0.96765143
13	2	2	0.99820721
14	2	3	1
15	2	4	0.95985657
16	2	5	0.88190818
17	2	6	0.77355993
18	2	7	0.65554601
19	2	8	0.53269935
20	2	9	0.39987528
21	2	10	0.28731778
22	2	11	0.16930392
23	3	1	0.73746979
24	3	2	0.77979577
25	3	3	0.79702234
26	3	4	0.78151065
27	3	5	0.73996413
28	3	6	0.66388649
29	3	7	0.57050431
30	3	8	0.46995088
31	3	9	0.36144671
32	3	10	0.25309846
33	3	11	0.14560761
34	4	1	0.23213033
35	4	2	0.27999064
36	4	3	0.31374231
37	4	4	0.34141397
38	4	5	0.34967652
39	4	6	0.32816276
40	4	7	0.29558033
41	4	8	0.24171798
42	4	9	0.16961572
43	4	10	0.097825237
44	4	11	0.020422481
