Point	Row	Column	MaxInt_200
1	1	1	446.36554
2	1	2	558.34216
3	1	3	538.00745
4	1	4	547.45862
5	1	5	702.3288
6	1	6	947.85858
7	1	7	1053.8633
8	1	8	902.55573
9	1	9	683.17181
10	1	10	458.70407
11	1	11	323.52667
12	2	1	322.80737
13	2	2	483.41675
14	2	3	705.93524
15	2	4	812.73334
16	2	5	931.02466
17	2	6	980.97443
18	2	7	884.21338
19	2	8	813.67206
20	2	9	725.89764
21	2	10	627.18451
22	2	11	507.31424
23	3	1	485.98236
24	3	2	659.0166
25	3	3	763.57617
26	3	4	894.35577
27	3	5	969.40991
28	3	6	1026.6759
29	3	7	986.8432
30	3	8	896.22565
31	3	9	769.34131
32	3	10	679.58063
33	3	11	526.7713
34	4	1	437.54684
35	4	2	474.61514
36	4	3	603.37292
37	4	4	816.39581
38	4	5	1014.1843
39	4	6	1057.3488
40	4	7	1072.7214
41	4	8	903.75549
42	4	9	696.29401
43	4	10	550.49463
44	4	11	426.5228
