Point	Row	Column	Pos_200
1	1	1	42.949203
2	1	2	42.821377
3	1	3	42.77774
4	1	4	42.767139
5	1	5	42.735867
6	1	6	42.726543
7	1	7	42.711487
8	1	8	42.723194
9	1	9	42.739212
10	1	10	42.755238
11	1	11	42.759872
12	2	1	42.888969
13	2	2	42.843235
14	2	3	42.797218
15	2	4	42.780308
16	2	5	42.791698
17	2	6	42.777744
18	2	7	42.796566
19	2	8	42.783375
20	2	9	42.791462
21	2	10	42.791336
22	2	11	42.799065
23	3	1	42.850895
24	3	2	42.825874
25	3	3	42.814564
26	3	4	42.815605
27	3	5	42.818172
28	3	6	42.831871
29	3	7	42.843353
30	3	8	42.858379
31	3	9	42.874142
32	3	10	42.875031
33	3	11	42.888054
34	4	1	42.855793
35	4	2	42.854797
36	4	3	42.864361
37	4	4	42.877102
38	4	5	42.893089
39	4	6	42.917694
40	4	7	42.943474
41	4	8	42.976021
42	4	9	43.018467
43	4	10	43.025848
44	4	11	43.048084
