Point	Row	Column	FWHM_111
1	1	1	0.41296014
2	1	2	0.40372914
3	1	3	0.38552761
4	1	4	0.40604836
5	1	5	0.41618937
6	1	6	0.40339622
7	1	7	0.38359234
8	1	8	0.38177967
9	1	9	0.39535102
10	1	10	0.40548643
11	1	11	0.4017477
12	2	1	0.39445734
13	2	2	0.38042355
14	2	3	0.38149756
15	2	4	0.39591834
16	2	5	0.39165705
17	2	6	0.40708318
18	2	7	0.41836092
19	2	8	0.41629893
20	2	9	0.41339201
21	2	10	0.38734362
22	2	11	0.4084186
23	3	1	0.39389366
24	3	2	0.47112173
25	3	3	0.78010911
26	3	4	0.55521458
27	3	5	0.59878153
28	3	6	0.47328717
29	3	7	0.48167792
30	3	8	0.45079073
31	3	9	0.40795356
32	3	10	0.4142282
33	3	11	0.4209494
34	4	1	0.39120895
35	4	2	0.36870256
36	4	3	0.4672066
37	4	4	0.43810788
38	4	5	0.43821135
39	4	6	0.41439924
40	4	7	0.43076026
41	4	8	0.42814559
42	4	9	0.40227771
43	4	10	0.41711739
44	4	11	0.42454576
