Point	Row	Column	FWHM_200
1	1	1	0.68707252
2	1	2	0.75527668
3	1	3	0.63413382
4	1	4	0.71312952
5	1	5	0.67405975
6	1	6	0.78663963
7	1	7	0.76531786
8	1	8	0.71759784
9	1	9	0.70670247
10	1	10	0.66876572
11	1	11	0.68537766
12	2	1	0.73531306
13	2	2	0.71696657
14	2	3	0.73415542
15	2	4	0.75184786
16	2	5	0.71752644
17	2	6	0.73445445
18	2	7	0.73551917
19	2	8	0.71851808
20	2	9	0.78843647
21	2	10	0.63820517
22	2	11	0.74780047
23	3	1	0.70665497
24	3	2	0.66928291
25	3	3	0.60014045
26	3	4	0.59400994
27	3	5	0.63620931
28	3	6	0.67291415
29	3	7	0.68926656
30	3	8	0.679084
31	3	9	0.81336421
32	3	10	0.80190814
33	3	11	0.76392573
34	4	1	0.83422381
35	4	2	0.789599
36	4	3	0.67745757
37	4	4	0.72636122
38	4	5	0.72183508
39	4	6	0.78167248
40	4	7	0.77164423
41	4	8	0.82260025
42	4	9	0.89569414
43	4	10	0.88434392
44	4	11	0.82306617
