Point	Row	Column	MaxInt_111
1	1	1	1005.3117
2	1	2	1145.8441
3	1	3	1289.0415
4	1	4	1356.7067
5	1	5	1429.6985
6	1	6	1494.6307
7	1	7	1519.3402
8	1	8	1457.1371
9	1	9	1416.3574
10	1	10	1257.8247
11	1	11	1188.1385
12	2	1	1321.1176
13	2	2	1453.1938
14	2	3	1460.6067
15	2	4	1379.7782
16	2	5	1240.3304
17	2	6	1324.9644
18	2	7	1483.9968
19	2	8	1456.0647
20	2	9	1393.6248
21	2	10	1408.5764
22	2	11	1208.6869
23	3	1	756.2301
24	3	2	585.41956
25	3	3	374.65692
26	3	4	454.50186
27	3	5	499.97852
28	3	6	697.74036
29	3	7	753.67358
30	3	8	922.43359
31	3	9	1191.829
32	3	10	1074.8325
33	3	11	1022.938
34	4	1	779.0061
35	4	2	881.32562
36	4	3	652.89172
37	4	4	490.4353
38	4	5	645.34778
39	4	6	818.33691
40	4	7	782.49945
41	4	8	862.94006
42	4	9	971.37787
43	4	10	833.31946
44	4	11	682.91028
