Point	Row	Column	MaxInt_200
1	1	1	476.20282
2	1	2	390.3266
3	1	3	415.09833
4	1	4	375.9996
5	1	5	332.87799
6	1	6	356.86945
7	1	7	350.3353
8	1	8	341.42578
9	1	9	373.74875
10	1	10	336.90286
11	1	11	314.62106
12	2	1	427.88971
13	2	2	380.98492
14	2	3	358.36935
15	2	4	431.42056
16	2	5	611.68103
17	2	6	534.85822
18	2	7	451.92783
19	2	8	408.08902
20	2	9	331.83673
21	2	10	295.4668
22	2	11	305.828
23	3	1	549.77557
24	3	2	855.8653
25	3	3	1171.7067
26	3	4	1258.4221
27	3	5	1204.6561
28	3	6	930.8186
29	3	7	767.05945
30	3	8	599.09033
31	3	9	376.94553
32	3	10	320.07446
33	3	11	292.08255
34	4	1	218.62601
35	4	2	265.05042
36	4	3	458.55066
37	4	4	591.47516
38	4	5	510.79138
39	4	6	405.29764
40	4	7	386.51367
41	4	8	294.63156
42	4	9	276.81018
43	4	10	269.62521
44	4	11	282.4798
