Point	Row	Column	Pos_111
1	1	1	37.617401
2	1	2	37.637753
3	1	3	37.634521
4	1	4	37.651302
5	1	5	37.658401
6	1	6	37.643051
7	1	7	37.645187
8	1	8	37.649456
9	1	9	37.644756
10	1	10	37.647968
11	1	11	37.647221
12	2	1	37.588966
13	2	2	37.614582
14	2	3	37.63343
15	2	4	37.641056
16	2	5	37.640057
17	2	6	37.644222
18	2	7	37.646915
19	2	8	37.629185
20	2	9	37.621613
21	2	10	37.614227
22	2	11	37.611015
23	3	1	37.602829
24	3	2	37.591751
25	3	3	37.546268
26	3	4	37.572941
27	3	5	37.595596
28	3	6	37.59166
29	3	7	37.596195
30	3	8	37.58567
31	3	9	37.59277
32	3	10	37.593235
33	3	11	37.600266
34	4	1	37.573368
35	4	2	37.57143
36	4	3	37.567142
37	4	4	37.586193
38	4	5	37.571926
39	4	6	37.565796
40	4	7	37.550297
41	4	8	37.549637
42	4	9	37.550709
43	4	10	37.548748
44	4	11	37.557949
