Point	Row	Column	MaxInt_110
1	1	1	1975.5818
2	1	2	1924.1986
3	1	3	2024.1373
4	1	4	1956.4424
5	1	5	1983.647
6	1	6	1972.167
7	1	7	1876.29
8	1	8	1799.5573
9	1	9	1650.8661
10	1	10	1552.504
11	1	11	1390.9453
12	2	1	3424.1072
13	2	2	3492.0247
14	2	3	3639.5442
15	2	4	3551.1833
16	2	5	3454.8826
17	2	6	3295.4036
18	2	7	3059.9082
19	2	8	2861.7913
20	2	9	2541.1394
21	2	10	2331.6409
22	2	11	2158.4678
23	3	1	4427.7832
24	3	2	4333.3403
25	3	3	4242.8691
26	3	4	4022.6365
27	3	5	3807.894
28	3	6	3490.8713
29	3	7	3201.7527
30	3	8	2862.2368
31	3	9	2589.2048
32	3	10	2286.656
33	3	11	2014.1205
34	4	1	3439.9692
35	4	2	3258.4182
36	4	3	3055.6799
37	4	4	2852.3918
38	4	5	2690.5862
39	4	6	2476.4426
40	4	7	2179.009
41	4	8	1976.8372
42	4	9	1787.1661
43	4	10	1615.2463
44	4	11	1570.455
