Point	Row	Column	FWHM_111
1	1	1	0.38267958
2	1	2	0.34650162
3	1	3	0.34426975
4	1	4	0.35259351
5	1	5	0.34872177
6	1	6	0.3494142
7	1	7	0.35530177
8	1	8	0.3605231
9	1	9	0.35462794
10	1	10	0.37232471
11	1	11	0.3947084
12	2	1	0.37513998
13	2	2	0.37281996
14	2	3	0.37391609
15	2	4	0.37634519
16	2	5	0.35886264
17	2	6	0.3555266
18	2	7	0.35826102
19	2	8	0.35646468
20	2	9	0.35411388
21	2	10	0.35889804
22	2	11	0.39400533
23	3	1	0.38760287
24	3	2	0.37394646
25	3	3	0.36272082
26	3	4	0.35551977
27	3	5	0.35249692
28	3	6	0.35702631
29	3	7	0.35628393
30	3	8	0.34505838
31	3	9	0.34166056
32	3	10	0.34981456
33	3	11	0.34854728
34	4	1	0.33654588
35	4	2	0.33166763
36	4	3	0.33153787
37	4	4	0.33339339
38	4	5	0.3388336
39	4	6	0.33944383
40	4	7	0.33178595
41	4	8	0.3485238
42	4	9	0.34640926
43	4	10	0.35613626
44	4	11	0.39182457
