Point	Row	Column	Pos_110
1	1	1	30.625727
2	1	2	30.65007
3	1	3	30.659374
4	1	4	30.672018
5	1	5	30.665754
6	1	6	30.657639
7	1	7	30.660149
8	1	8	30.652924
9	1	9	30.642284
10	1	10	30.623922
11	1	11	30.598553
12	2	1	30.693283
13	2	2	30.712324
14	2	3	30.715357
15	2	4	30.710926
16	2	5	30.699377
17	2	6	30.683899
18	2	7	30.672081
19	2	8	30.653431
20	2	9	30.644186
21	2	10	30.632004
22	2	11	30.600315
23	3	1	30.72175
24	3	2	30.727209
25	3	3	30.715326
26	3	4	30.707541
27	3	5	30.692423
28	3	6	30.680429
29	3	7	30.672348
30	3	8	30.650331
31	3	9	30.648361
32	3	10	30.634394
33	3	11	30.623367
34	4	1	30.668015
35	4	2	30.676016
36	4	3	30.676729
37	4	4	30.671495
38	4	5	30.663061
39	4	6	30.658865
40	4	7	30.643209
41	4	8	30.640959
42	4	9	30.636711
43	4	10	30.613127
44	4	11	30.568428
