Point	Row	Column	Zr_at
1	1	1	0.11142871
2	1	2	0.11384001
3	1	3	0.1100947
4	1	4	0.107969
5	1	5	0.10541689
6	1	6	0.10590129
7	1	7	0.097924411
8	1	8	0.097005904
9	1	9	0.089889012
10	1	10	0.086413197
11	1	11	0.072888508
12	2	1	0.10481459
13	2	2	0.1083904
14	2	3	0.1046698
15	2	4	0.10707111
16	2	5	0.1033028
17	2	6	0.1024407
18	2	7	0.098492287
19	2	8	0.0973849
20	2	9	0.095934302
21	2	10	0.089078099
22	2	11	0.068176404
23	3	1	0.090767004
24	3	2	0.092841402
25	3	3	0.098788001
26	3	4	0.087002099
27	3	5	0.093212493
28	3	6	0.089834303
29	3	7	0.083355397
30	3	8	0.1022059
31	3	9	0.083508395
32	3	10	0.078044511
33	3	11	0.07290639
34	4	1	0.1047691
35	4	2	0.1001953
36	4	3	0.092851087
37	4	4	0.099037692
38	4	5	0.098310299
39	4	6	0.10027501
40	4	7	0.094590507
41	4	8	0.0879234
42	4	9	0.0868323
43	4	10	0.089018494
44	4	11	0.077320099
