Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	Sigma_elec	d_um	Temp_C
1	0	0	0.46026275	0.45421875	0.057394493	0.014601499	0.013522498	1.0849049e-05	0.17908999	437
2	0	1.5	0.45901075	0.4565942	0.05649326	0.014616234	0.013285547	1.1418128e-05	0.18516199	437
3	0	3	0.45775875	0.45896965	0.055592023	0.014630971	0.013048596	1.2105113e-05	0.19123399	437
4	-4	0	0.45668906	0.45557415	0.059068494	0.014199198	0.014469099	1.2618161e-05	0.19423001	437
5	-4	1.5	0.45564324	0.45746109	0.058529526	0.014159359	0.014206791	1.355085e-05	0.20056	437
6	-4	3	0.45459741	0.45934802	0.057990558	0.014119519	0.013944482	1.3434777e-05	0.20689	437
7	-8	0	0.45730519	0.45330849	0.0625166	0.011883901	0.0149858	1.38836e-05	0.20555	437
8	-8	1.5	0.45575982	0.45527604	0.0620993	0.012124141	0.014740711	1.4081027e-05	0.21241879	437
9	-8	3	0.45421442	0.45724359	0.061682001	0.012364381	0.014495624	1.5028992e-05	0.2192876	437
10	-12	0	0.45136911	0.44910839	0.0708929	0.0122041	0.0164255	1.5246992e-05	0.21636	437
11	-12	1.5	0.45062354	0.45078835	0.070095323	0.012342581	0.016150208	1.6382988e-05	0.2232444	437
12	-12	3	0.44987801	0.45246828	0.069297738	0.01248106	0.015874917	1.6196049e-05	0.23012879	437
13	-16	0	0.4499082	0.44691131	0.074329197	0.0117892	0.0170621	1.5748725e-05	0.22416	437
14	-16	1.5	0.44917676	0.44856668	0.073645763	0.011755048	0.016855784	1.6855725e-05	0.2309808	437
15	-16	3	0.44844529	0.45022202	0.072962329	0.011720896	0.016649468	1.6807724e-05	0.2378016	437
16	-20	0	0.45116293	0.43984467	0.079307497	0.010546599	0.019138297	1.6714199e-05	0.22804999	437
17	-20	1.5	0.45025826	0.44189125	0.078392409	0.010605952	0.018852146	1.7434724e-05	0.2350208	437
18	-20	3	0.44935355	0.44393784	0.077477321	0.010665303	0.018565994	1.8623834e-05	0.24199159	437
19	-24	0	0.44890571	0.4359014	0.085816398	0.009145	0.020231498	1.8222512e-05	0.23108999	437
20	-24	1.5	0.4482227	0.43735921	0.085209951	0.0092351316	0.019972997	2.0072814e-05	0.2375904	437
21	-24	3	0.44753972	0.43881702	0.084603511	0.0093252631	0.019714491	1.9272446e-05	0.2440908	437
22	-28	0	0.44818455	0.42959934	0.090985015	0.0097350003	0.021496102	1.8866414e-05	0.22897001	437
23	-28	1.5	0.44748917	0.43098214	0.090550311	0.009654385	0.021323998	2.0317166e-05	0.2350672	437
24	-28	3	0.44679382	0.43236491	0.090115607	0.0095737688	0.021151893	2.0290439e-05	0.2411644	437
25	-32	0	0.4478859	0.42528358	0.094829999	0.0081318999	0.0238686	2.1032356e-05	0.22334	437
26	-32	1.5	0.44703346	0.42646912	0.094520375	0.0082834354	0.023693629	2.1629214e-05	0.229022	437
27	-32	3	0.44618103	0.42765459	0.094210744	0.0084349718	0.023518655	1.9889578e-05	0.234704	437
28	-36	0	0.44535035	0.41713014	0.10147851	0.0076852008	0.028355803	2.0976e-05	0.21583	437
29	-36	1.5	0.44501033	0.41857395	0.10073984	0.0076537966	0.028022094	2.1038933e-05	0.2207848	437
30	-36	3	0.44467029	0.42001778	0.10000116	0.0076223928	0.027688386	2.1134405e-05	0.2257396	437
31	-40	0	0.43317121	0.40941319	0.11085301	0.0096810004	0.0368816	3.1424082e-05	0.20879	437
32	-40	1.5	0.43395579	0.41060764	0.10957974	0.0093973801	0.036459453	4.0093036e-09	0.2126192	437
33	-40	3	0.43474039	0.41180205	0.10830648	0.0091137597	0.036037304	4.4650279e-09	0.2164484	437
34	0	12.5	0.4498294	0.47401419	0.0498842	0.014724299	0.011547901	1.001887e-08	0.22969	437
35	0	14	0.44994852	0.47468492	0.049247243	0.014693748	0.011425597	5.4954224e-05	0.22930241	437
36	0	15.5	0.45006761	0.47535563	0.048610285	0.014663197	0.011303293	1.4214834e-05	0.2289148	437
37	-4	12.5	0.44797391	0.47129861	0.054577097	0.013867199	0.0122832	1.6180729e-05	0.24698	437
38	-4	14	0.44807807	0.47216335	0.053691208	0.013939692	0.01212768	1.6657388e-05	0.24654201	437
39	-4	15.5	0.44818226	0.47302806	0.052805323	0.014012184	0.011972159	2.0675412e-05	0.246104	437
40	-8	12.5	0.44442689	0.46970469	0.059039101	0.013885899	0.0129434	0.0018917564	0.26278999	437
41	-8	14	0.44453138	0.47062108	0.058122423	0.013873552	0.012851575	8.4852463e-06	0.261902	437
42	-8	15.5	0.44463584	0.47153747	0.057205737	0.013861204	0.012759752	9.6573822e-05	0.26101401	437
43	-12	12.5	0.44515619	0.46310791	0.064246401	0.013358099	0.0141314	1.3384589e-06	0.27373001	437
44	-12	14	0.44517267	0.46400675	0.063400805	0.013279116	0.01414064	4.0677786e-08	0.27280959	437
45	-12	15.5	0.44518915	0.46490562	0.062555216	0.013200132	0.01414988	0.00025118171	0.27188921	437
46	-16	12.5	0.44381276	0.46070594	0.068633907	0.011504601	0.015342802	2.0370589e-05	0.28099999	437
47	-16	14	0.44401699	0.4612667	0.067857876	0.011616597	0.015241845	2.0615302e-05	0.2797544	437
48	-16	15.5	0.44422123	0.46182743	0.067081846	0.011728593	0.015140889	1.9889721e-05	0.27850881	437
49	-20	12.5	0.44362381	0.45689949	0.071681798	0.0110412	0.0167537	2.0007656e-05	0.28613999	437
50	-20	14	0.44381115	0.45747522	0.070967771	0.011151504	0.016594363	1.9723066e-05	0.28430399	437
51	-20	15.5	0.44399846	0.45805097	0.070253752	0.011261808	0.016435029	1.8606919e-05	0.28246799	437
52	-24	12.5	0.44321406	0.44804984	0.080762692	0.0098960986	0.018077299	2.0243842e-05	0.28525999	437
53	-24	14	0.44370961	0.44890311	0.079469465	0.0099837705	0.01793403	1.8959374e-05	0.2831552	437
54	-24	15.5	0.44420514	0.44975644	0.078176238	0.010071443	0.017790763	1.8462108e-05	0.28105041	437
55	-28	12.5	0.44238982	0.44112259	0.087362498	0.0090632001	0.020061901	2.0052858e-05	0.27978	437
56	-28	14	0.44276321	0.44198501	0.086286381	0.0091663161	0.019799063	1.8449129e-05	0.27727801	437
57	-28	15.5	0.44313663	0.44284743	0.085210271	0.0092694322	0.019536227	1.7800456e-05	0.27477601	437
58	-32	12.5	0.44078219	0.43516281	0.092249803	0.0093946997	0.022410499	1.8895833e-05	0.27068999	437
59	-32	14	0.44116795	0.43609375	0.091082245	0.0094359685	0.022220096	1.7975335e-05	0.26805601	437
60	-32	15.5	0.44155365	0.43702471	0.089914694	0.0094772363	0.022029694	1.7276028e-05	0.26542199	437
61	-36	12.5	0.44251677	0.42916191	0.095322907	0.0074234996	0.0255749	1.7986658e-05	0.25712001	437
62	-36	14	0.44275254	0.42956004	0.094539754	0.0077005201	0.025447149	1.7011782e-05	0.25459039	437
63	-36	15.5	0.44298825	0.42995819	0.093756616	0.0079775406	0.025319397	1.5867046e-05	0.2520608	437
64	-40	12.5	0.43970954	0.41936675	0.10024251	0.0073175007	0.0333637	1.5632828e-05	0.24070001	437
65	-40	14	0.44043007	0.41953814	0.099202193	0.0074818525	0.03334773	1.6116484e-05	0.23815119	437
66	-40	15.5	0.44115061	0.41970956	0.098161869	0.0076462044	0.033331759	1.5352218e-05	0.23560239	437
67	0	25	0.45082194	0.47960344	0.044576205	0.014469701	0.010528701	1.5559144e-05	0.22645999	437
68	0	26.5	0.45140591	0.47925344	0.044373441	0.014631113	0.010336089	1.6244639e-05	0.2206544	437
69	0	28	0.45198989	0.47890341	0.044170674	0.014792524	0.010143477	1.5441654e-05	0.2148488	437
70	-4	25	0.44884205	0.47850475	0.047194697	0.014471298	0.010987198	1.6943786e-05	0.24333	437
71	-4	26.5	0.44956961	0.47821426	0.046888117	0.014600239	0.010727772	1.6832459e-05	0.2366388	437
72	-4	28	0.45029718	0.47792378	0.046581544	0.014729178	0.010468343	1.6275919e-05	0.2299476	437
73	-8	25	0.44529751	0.4773412	0.051400099	0.013782999	0.0121782	1.786816e-05	0.25538999	437
74	-8	26.5	0.44595703	0.47700688	0.051295388	0.014023192	0.01171752	1.7400236e-05	0.2482572	437
75	-8	28	0.44661659	0.4766725	0.051190678	0.014263384	0.01125684	1.697448e-05	0.24112441	437
76	-12	25	0.44529355	0.47059834	0.05719981	0.012699901	0.014208402	1.7538914e-05	0.26605999	437
77	-12	26.5	0.44638878	0.47053158	0.056246873	0.012952957	0.013879805	1.7058466e-05	0.25802839	437
78	-12	28	0.44748402	0.47046483	0.05529394	0.013206013	0.013551209	1.7155891e-05	0.2499968	437
79	-16	25	0.44551477	0.46537885	0.062166996	0.0124379	0.014501499	1.8057091e-05	0.27061999	437
80	-16	26.5	0.44647628	0.46538204	0.061258618	0.012668095	0.014214963	1.7634258e-05	0.262196	437
81	-16	28	0.44743782	0.46538523	0.060350243	0.012898291	0.013928426	1.6421704e-05	0.25377199	437
82	-20	25	0.44518489	0.46169719	0.0657316	0.0119604	0.0154259	1.6669679e-05	0.27083999	437
83	-20	26.5	0.44638443	0.46118423	0.065083429	0.012088656	0.015259257	1.6261598e-05	0.26229	437
84	-20	28	0.44758397	0.46067125	0.064435266	0.012216913	0.015092612	1.5961608e-05	0.25374001	437
85	-24	25	0.44734356	0.45516056	0.069985792	0.010626699	0.016883397	1.5967833e-05	0.26772001	437
86	-24	26.5	0.44826859	0.45519239	0.069043182	0.010888071	0.016607746	1.5896212e-05	0.25890481	437
87	-24	28	0.44919366	0.45522425	0.068100572	0.011149444	0.016332095	1.5042714e-05	0.25008959	437
88	-28	25	0.44550157	0.44830945	0.07839489	0.0099224988	0.017871598	1.4830757e-05	0.25893	437
89	-28	26.5	0.44671208	0.44839188	0.077044427	0.010245863	0.01760575	1.4784807e-05	0.2504124	437
90	-28	28	0.44792259	0.44847432	0.075693958	0.010569227	0.017339902	1.4540178e-05	0.2418948	437
91	-32	25	0.44399664	0.44292074	0.082520209	0.0097386008	0.020823803	1.3806974e-05	0.24874	437
92	-32	26.5	0.4454861	0.44299629	0.081046805	0.0099514928	0.020519301	1.3270549e-05	0.2403868	437
93	-32	28	0.44697556	0.44307187	0.079573385	0.010164385	0.020214802	1.2818019e-05	0.2320336	437
94	-36	25	0.44448113	0.43247983	0.088796705	0.0097320005	0.024510302	1.7512795e-05	0.23604	437
95	-36	26.5	0.44599244	0.43269339	0.08676146	0.0099784927	0.024574228	1.1685766e-05	0.22796039	437
96	-36	28	0.44750375	0.43290693	0.084726207	0.010224985	0.02463815	1.2365676e-05	0.2198808	437
97	-40	25	0.44571394	0.42079517	0.091573186	0.0086870994	0.033230595	-0.00011571206	0.21946	437
98	-40	26.5	0.44690144	0.42122662	0.08954519	0.0088453311	0.033481412	1.4322613e-05	0.21210159	437
99	-40	28	0.44808891	0.4216581	0.087517194	0.0090035638	0.033732221	8.820205e-06	0.20474321	437
100	0	37.5	0.45568836	0.47668675	0.042886496	0.015814798	0.0089235995	-8.766984e-05	0.17808001	437
101	0	39	0.45627233	0.47633675	0.042683732	0.015976209	0.0087309871	2.1583257e-05	0.1722744	437
102	0	40.5	0.45685631	0.47598675	0.042480964	0.01613762	0.0085383747	-0.00020594875	0.1664688	437
103	-4	37.5	0.45490506	0.47608396	0.044639897	0.015545798	0.0088252993	1.4116283e-07	0.18757001	437
104	-4	39	0.45563263	0.47579345	0.04433332	0.015674738	0.008565871	2.4253333e-07	0.1808788	437
105	-4	40.5	0.45636016	0.47550297	0.044026744	0.015803678	0.0083064428	4.2554805e-07	0.1741876	437
106	-8	37.5	0.45079368	0.47455502	0.050527502	0.015784599	0.0083392002	-0.00027419388	0.19595	437
107	-8	39	0.45145324	0.47422066	0.050422788	0.016024793	0.0078785196	-0.00027941665	0.1888172	437
108	-8	40.5	0.45211279	0.47388631	0.050318077	0.016264984	0.00741784	2.3554797e-07	0.1816844	437
109	-12	37.5	0.45442054	0.47004196	0.049258694	0.014808699	0.011470098	9.1552508e-08	0.19913	437
110	-12	39	0.45551577	0.4699752	0.048305757	0.015061754	0.011141503	-0.00044205465	0.19109841	437
111	-12	40.5	0.45661104	0.46990842	0.047352832	0.015314811	0.010812907	6.3014326e-08	0.1830668	437
112	-16	37.5	0.4535276	0.46540532	0.054597199	0.0143562	0.0121137	1.1591154e-07	0.20042001	437
113	-16	39	0.45448914	0.46540847	0.053688828	0.014586397	0.011827163	5.3789407e-08	0.19199599	437
114	-16	40.5	0.45545068	0.46541166	0.052780453	0.014816592	0.011540629	6.8118517e-08	0.18357199	437
115	-20	37.5	0.45518106	0.45742235	0.060330205	0.013029201	0.014037201	-1.5432865e-11	0.19959	437
116	-20	39	0.45638058	0.45690936	0.059682041	0.013157457	0.013870558	3.6469701e-05	0.19103999	437
117	-20	40.5	0.45758012	0.45639637	0.059033871	0.013285713	0.013703914	1.0462163e-05	0.18249001	437
118	-24	37.5	0.45505229	0.45542592	0.062130697	0.0128048	0.0145863	1.6888511e-05	0.19426	437
119	-24	39	0.45597735	0.45545772	0.061188087	0.013066173	0.014310649	9.9680437e-06	0.1854448	437
120	-24	40.5	0.45690238	0.45548958	0.060245477	0.013327544	0.014034996	9.1152351e-06	0.1766296	437
121	-28	37.5	0.45558926	0.44899637	0.067140996	0.012617198	0.015656197	9.3051312e-06	0.18795	437
122	-28	39	0.45679978	0.4490788	0.065790527	0.012940563	0.01539035	8.8180759e-06	0.17943241	437
123	-28	40.5	0.45801029	0.44916123	0.064440057	0.013263927	0.015124502	8.224536e-06	0.1709148	437
124	-32	37.5	0.45640877	0.44355044	0.070241794	0.011512699	0.018286299	8.4698013e-06	0.17913	437
125	-32	39	0.4578982	0.44362602	0.068768382	0.011725591	0.017981797	8.0414648e-06	0.1707768	437
126	-32	40.5	0.45938766	0.4437016	0.06729497	0.011938483	0.017677298	7.4128207e-06	0.1624236	437
127	-36	37.5	0.4570753	0.4342593	0.0718363	0.0117861	0.025043001	7.6482247e-06	0.16870999	437
128	-36	39	0.4585866	0.43447283	0.069801047	0.012032592	0.025106924	7.1168265e-06	0.1606304	437
129	-36	40.5	0.46009791	0.43468636	0.067765802	0.012279084	0.02517085	6.7257911e-06	0.1525508	437
130	-40	37.5	0.45560959	0.42439079	0.074673198	0.0100057	0.035320699	6.3867465e-06	0.15814	437
131	-40	39	0.45679706	0.42482227	0.072645202	0.010163932	0.035571512	6.2796635e-06	0.1507816	437
132	-40	40.5	0.45798454	0.42525375	0.070617206	0.010322165	0.035822324	5.866284e-06	0.1434232	437
