Point	Row	Column	Pos_111
1	1	1	
2	1	2	
3	1	3	
4	1	4	
5	1	5	
6	1	6	
7	1	7	
8	1	8	
9	1	9	
10	1	10	37.821518
11	1	11	
12	2	1	
13	2	2	37.609161
14	2	3	37.60474
15	2	4	
16	2	5	37.682095
17	2	6	37.662144
18	2	7	
19	2	8	37.64682
20	2	9	
21	2	10	
22	2	11	37.875374
23	3	1	
24	3	2	37.65353
25	3	3	37.693382
26	3	4	37.655842
27	3	5	37.66087
28	3	6	
29	3	7	37.633358
30	3	8	
31	3	9	
32	3	10	37.949005
33	3	11	37.847931
34	4	1	
35	4	2	
36	4	3	
37	4	4	
38	4	5	
39	4	6	
40	4	7	
41	4	8	37.983398
42	4	9	37.889465
43	4	10	37.717194
44	4	11	37.580734
