Point	Row	Column	MaxInt_111
1	1	1	
2	1	2	
3	1	3	
4	1	4	
5	1	5	
6	1	6	
7	1	7	
8	1	8	
9	1	9	
10	1	10	203.9184
11	1	11	
12	2	1	
13	2	2	256.18646
14	2	3	288.61942
15	2	4	
16	2	5	323.1546
17	2	6	257.6965
18	2	7	
19	2	8	313.10632
20	2	9	
21	2	10	
22	2	11	265.23135
23	3	1	
24	3	2	226.39508
25	3	3	236.88838
26	3	4	290.43524
27	3	5	284.50027
28	3	6	
29	3	7	231.97607
30	3	8	
31	3	9	
32	3	10	595.74609
33	3	11	646.20947
34	4	1	
35	4	2	
36	4	3	
37	4	4	
38	4	5	
39	4	6	
40	4	7	
41	4	8	488.69717
42	4	9	595.5531
43	4	10	675.5387
44	4	11	757.85828
