Point	Row	Column	MaxInt_110
1	1	1	2609.2874
2	1	2	2617.1543
3	1	3	2574.1821
4	1	4	2503.2292
5	1	5	2427.4568
6	1	6	2468.6472
7	1	7	2530.3059
8	1	8	2415.01
9	1	9	2271.2356
10	1	10	1994.2551
11	1	11	1934.0618
12	2	1	2715.1062
13	2	2	2835.4758
14	2	3	2959.2427
15	2	4	2870.7358
16	2	5	2853.8884
17	2	6	2719.4048
18	2	7	2641.6406
19	2	8	2556.9924
20	2	9	2624.8862
21	2	10	2803.0457
22	2	11	2933.4783
23	3	1	2464.1318
24	3	2	2575.0222
25	3	3	2645.3357
26	3	4	2704.5771
27	3	5	2766.0911
28	3	6	2748.6274
29	3	7	2656.8201
30	3	8	2664.9353
31	3	9	2649.147
32	3	10	2837.9849
33	3	11	2991.1462
34	4	1	1430.851
35	4	2	1543.7935
36	4	3	1689.0743
37	4	4	1805.6296
38	4	5	1973.1018
39	4	6	2130.4324
40	4	7	2281.6555
41	4	8	2511.9795
42	4	9	2620.1658
43	4	10	2525.3657
44	4	11	2247.2288
