Point	Row	Column	FWHM_111
1	1	1	0.50531644
2	1	2	0.44996572
3	1	3	0.43185464
4	1	4	0.39329746
5	1	5	0.43637326
6	1	6	0.45635167
7	1	7	0.47204146
8	1	8	0.50228095
9	1	9	0.54629242
10	1	10	0.51730126
11	1	11	0.51317877
12	2	1	0.43658388
13	2	2	0.41085455
14	2	3	0.37343371
15	2	4	0.38692603
16	2	5	0.37527794
17	2	6	0.39270541
18	2	7	0.37663072
19	2	8	0.40161699
20	2	9	0.43725014
21	2	10	0.4883419
22	2	11	0.5724209
23	3	1	0.47533083
24	3	2	0.44181806
25	3	3	0.41872802
26	3	4	0.41630593
27	3	5	0.37421241
28	3	6	0.37495703
29	3	7	0.38918921
30	3	8	0.4031274
31	3	9	0.42421457
32	3	10	0.42811903
33	3	11	0.51135802
34	4	1	0.40030187
35	4	2	0.40173063
36	4	3	0.38662103
37	4	4	0.37664419
38	4	5	0.37019664
39	4	6	0.41991127
40	4	7	0.4372806
41	4	8	0.43500638
42	4	9	0.48549643
43	4	10	0.56424814
44	4	11	0.52183616
