Point	Row	Column	Pos_111
1	1	1	38.138149
2	1	2	38.155769
3	1	3	38.152012
4	1	4	38.161591
5	1	5	38.15358
6	1	6	38.137287
7	1	7	38.152847
8	1	8	38.181553
9	1	9	38.179768
10	1	10	38.178997
11	1	11	38.181847
12	2	1	38.094372
13	2	2	38.085369
14	2	3	38.081936
15	2	4	38.09367
16	2	5	38.075542
17	2	6	38.069004
18	2	7	38.050133
19	2	8	38.032921
20	2	9	38.031666
21	2	10	38.028427
22	2	11	38.077751
23	3	1	38.112133
24	3	2	38.090649
25	3	3	38.089161
26	3	4	38.079929
27	3	5	38.069557
28	3	6	38.043629
29	3	7	38.019955
30	3	8	37.996807
31	3	9	37.972466
32	3	10	37.969959
33	3	11	37.972923
34	4	1	38.109333
35	4	2	38.112827
36	4	3	38.104282
37	4	4	38.101723
38	4	5	38.093739
39	4	6	38.096687
40	4	7	38.113029
41	4	8	38.082123
42	4	9	38.090305
43	4	10	38.085377
44	4	11	38.084156
