Point	Row	Column	Norm_d
1	1	1	0.37631804
2	1	2	0.45183814
3	1	3	0.53419775
4	1	4	0.56982046
5	1	5	0.59575379
6	1	6	0.57965231
7	1	7	0.52664578
8	1	8	0.45126817
9	1	9	0.35423198
10	1	10	0.22955258
11	1	11	0.16144201
12	2	1	0.65502995
13	2	2	0.78797376
14	2	3	0.89213449
15	2	4	0.95739526
16	2	5	1
17	2	6	0.99316043
18	2	7	0.94186378
19	2	8	0.84867483
20	2	9	0.72499287
21	2	10	0.58292961
22	2	11	0.42576233
23	3	1	0.47620404
24	3	2	0.62866914
25	3	3	0.72627527
26	3	4	0.81233972
27	3	5	0.85380453
28	3	6	0.86848104
29	3	7	0.83385581
30	3	8	0.76375037
31	3	9	0.66072953
32	3	10	0.53533769
33	3	11	0.3941294
34	4	1	0
35	4	2	0.096038759
36	4	3	0.18167569
37	4	4	0.24750641
38	4	5	0.29011115
39	4	6	0.299943
40	4	7	0.29709318
41	4	8	0.27215731
42	4	9	0.20946139
43	4	10	0.13422628
44	4	11	0.041179825
