Point	Row	Column	Norm_d
1	1	1	0.68839854
2	1	2	0.72166502
3	1	3	0.71748579
4	1	4	0.71146774
5	1	5	0.64944834
6	1	6	0.55792379
7	1	7	0.46648279
8	1	8	0.34202608
9	1	9	0.22291875
10	1	10	0.11317285
11	1	11	0
12	2	1	0.92577732
13	2	2	0.9679873
14	2	3	1
15	2	4	0.99807757
16	2	5	0.94441658
17	2	6	0.87094617
18	2	7	0.77072883
19	2	8	0.64409894
20	2	9	0.51287192
21	2	10	0.3665998
22	2	11	0.2153126
23	3	1	0.75442994
24	3	2	0.82171512
25	3	3	0.87069541
26	3	4	0.87796724
27	3	5	0.85615176
28	3	6	0.79421598
29	3	7	0.71673352
30	3	8	0.60213977
31	3	9	0.49289536
32	3	10	0.36099967
33	3	11	0.23980275
34	4	1	0.30157137
35	4	2	0.36191911
36	4	3	0.40847543
37	4	4	0.44759277
38	4	5	0.46238717
39	4	6	0.43421933
40	4	7	0.40554997
41	4	8	0.34996656
42	4	9	0.26604813
43	4	10	0.1796222
44	4	11	0.089602143
