Point	Row	Column	Frac_111
1	1	1	0.4889698
2	1	2	0.43852842
3	1	3	0
4	1	4	0
5	1	5	0
6	1	6	0.37805581
7	1	7	0
8	1	8	0
9	1	9	0
10	1	10	0
11	1	11	0
12	2	1	0.50163138
13	2	2	0.40572172
14	2	3	0
15	2	4	0
16	2	5	0
17	2	6	0.36466229
18	2	7	0.25338283
19	2	8	0
20	2	9	0.38073304
21	2	10	0.43819597
22	2	11	0
23	3	1	0.51323575
24	3	2	0.25096926
25	3	3	0
26	3	4	0
27	3	5	0.37995231
28	3	6	0.32917896
29	3	7	0
30	3	8	0.39320302
31	3	9	0.47184271
32	3	10	0.42961517
33	3	11	0
34	4	1	0.31145728
35	4	2	0
36	4	3	0
37	4	4	0
38	4	5	0.53532457
39	4	6	0.48076966
40	4	7	0
41	4	8	0
42	4	9	0
43	4	10	0
44	4	11	0
