Point	Row	Column	Pos_110
1	1	1	31.190523
2	1	2	31.229057
3	1	3	31.312813
4	1	4	31.38748
5	1	5	31.302965
6	1	6	31.31106
7	1	7	31.353382
8	1	8	
9	1	9	31.31632
10	1	10	31.255962
11	1	11	31.29188
12	2	1	31.202488
13	2	2	31.22966
14	2	3	31.213238
15	2	4	31.220545
16	2	5	31.222445
17	2	6	31.244644
18	2	7	31.256765
19	2	8	31.293793
20	2	9	31.239098
21	2	10	31.236153
22	2	11	31.201185
23	3	1	31.19335
24	3	2	31.185871
25	3	3	31.232321
26	3	4	31.20363
27	3	5	31.232656
28	3	6	31.241888
29	3	7	31.235453
30	3	8	31.256275
31	3	9	31.255558
32	3	10	31.243668
33	3	11	31.266085
34	4	1	31.231752
35	4	2	31.292225
36	4	3	31.372252
37	4	4	31.241827
38	4	5	31.150114
39	4	6	31.233046
40	4	7	31.257494
41	4	8	31.292292
42	4	9	31.259548
43	4	10	31.202234
44	4	11	31.197367
