Point	Row	Column	MaxInt_111
1	1	1	724.21497
2	1	2	642.34979
3	1	3	
4	1	4	
5	1	5	
6	1	6	422.94919
7	1	7	
8	1	8	
9	1	9	
10	1	10	
11	1	11	
12	2	1	996.19135
13	2	2	833.8175
14	2	3	
15	2	4	
16	2	5	
17	2	6	637.41394
18	2	7	343.22095
19	2	8	
20	2	9	444.39084
21	2	10	425.45987
22	2	11	
23	3	1	996.02716
24	3	2	399.63284
25	3	3	
26	3	4	
27	3	5	673.39423
28	3	6	499.97708
29	3	7	
30	3	8	520.71967
31	3	9	540.04175
32	3	10	398.76382
33	3	11	
34	4	1	308.66095
35	4	2	
36	4	3	
37	4	4	
38	4	5	666.87836
39	4	6	510.67816
40	4	7	
41	4	8	
42	4	9	
43	4	10	
44	4	11	
