Point	ASR
1	2505106
2	1484214
3	1233734.9
4	1049920.2
5	884358.31
6	814615
7	817128.25
8	875373.38
9	1010336.2
10	1339575.1
11	1238730
12	1395934
13	794383.12
14	657849.5
15	550331.62
16	545536.06
17	543181.38
18	545977.38
19	451698.19
20	571015.88
21	707549.5
22	743552.12
23	1.2280831e+08
24	622977.81
25	524561.56
26	445383.59
27	420731.5
28	429798.16
29	914517.62
30	468474.28
31	466526.5
32	566963.25
33	619522.06
34	572775.19
35	531777.38
36	5022778.5
37	381734.94
38	344946.88
39	363149.25
40	338035.38
41	379843.69
42	464201.72
43	490842.44
44	511985.34
45	530803.5
46	489648.62
47	7223778
48	324837.72
49	334830.94
50	271553
51	284100.5
52	296318.16
53	343567.72
54	403537.56
55	395495.09
56	456787.56
57	404574.31
58	364261.38
59	2317930
60	1223399
61	283465.91
62	230410.69
63	238682.5
64	301027.41
65	322233.16
66	386337.34
67	433476.97
68	333354.41
69	306682.28
70	281888.81
71	359178.28
72	11147470
73	280751.56
74	268323.44
75	308092.84
76	382947.56
77	440137.12
78	462379.59
79	371399.09
80	316280.69
81	329807.53
82	262813.06
83	7927023.5
84	307970.31
85	1766329
86	336024.75
87	392196.44
88	498005.28
89	462976.5
90	365668.81
91	265181.84
92	257045.11
93	509849.06
94	83246680
95	442461.91
96	693192.44
97	308158.81
98	435801.72
99	1859508.8
100	420216.28
101	348320.94
102	310342.22
103	546637.12
104	11537970
105	303760.59
106	1747668
107	1694355.1
108	1702429
109	2950898
110	1891238.8
111	431906.16
112	428010.59
113	924884.88
114	607489.75
115	277968.12
116	1778801.1
117	1706890.1
118	1887468.9
119	1997110.5
120	2046622
121	2178788.8
122	509000.84
123	1090258.4
124	402469.44
125	2377557.2
126	345644.31
127	1682228.6
128	1918570.6
129	2031039.6
130	2192831.8
131	2583017.5
132	3568849.2
