Point	ASR
1	1.7686538e+08
2	7270933.5
3	12937707
4	9166225
5	10844778
6	7247654.5
7	5940437.5
8	7702242.5
9	11083539
10	12230220
11	25184358
12	7962995
13	5007698.5
14	5646384.5
15	4457291.5
16	3596495.2
17	4496247.5
18	4038673.8
19	4317805
20	5453805
21	6999782.5
22	8273345.5
23	4332570.5
24	4111088.2
25	3854765.5
26	2974774
27	3175488
28	3380353.8
29	3551256.2
30	4043795.2
31	5480194
32	6335964
33	6388743
34	3365588.2
35	4069619
36	3220446.8
37	2980114.8
38	3070906.8
39	2929535.2
40	2765418.2
41	3098552.8
42	4128995.2
43	4711760.5
44	5335681
45	3250291.8
46	2974460
47	2570137
48	2665013
49	2641451
50	2683862.5
51	2491597.2
52	3318150.2
53	3156986.5
54	3816406.8
55	4923190
56	2827119.2
57	2862933.5
58	2220729
59	2626371.5
60	2468223.8
61	2515473.2
62	2563853.8
63	3176150.2
64	3400145.8
65	3229557.2
66	4484937.5
67	2727405
68	2908800.8
69	10010999
70	2294933.5
71	2133141.5
72	2375044
73	1925513.5
74	2766172.2
75	2756119.2
76	2743552.8
77	4418650
78	2837486.5
79	2450128
80	2195345
81	2299331.8
82	2252207.8
83	2166756.5
84	2259747.5
85	2816123.8
86	3034464.2
87	3806353.8
88	6325597
89	2552468.8
90	2349597.2
91	2216833.5
92	2217964.5
93	2087274.1
94	2221734.2
95	2107584.8
96	2471491
97	3037291.8
98	3880181
99	6096574.5
100	2721875.8
101	2724169.2
102	2370331.8
103	2430273.2
104	2496937.8
105	2717163.5
106	9981782
107	9128526
108	9433889
109	6633850
110	8650690
111	2965977.5
112	3470831.5
113	3470831.5
114	3116145.8
115	3377212
116	10137605
117	11517707
118	11513623
119	11346490
120	16232923
121	18428582
122	4606203
123	20844468
124	8783893
125	5153154.5
126	5969340
127	6198676.5
128	12453933
129	14120831
130	13389154
131	27008900
132	16532317
