Point	Row	Column	FWHM_110
1	1	1	
2	1	2	
3	1	3	
4	1	4	
5	1	5	
6	1	6	
7	1	7	0.59304255
8	1	8	0.58239812
9	1	9	0.54852813
10	1	10	0.60745138
11	1	11	0.64225984
12	2	1	
13	2	2	
14	2	3	
15	2	4	
16	2	5	
17	2	6	
18	2	7	
19	2	8	0.50582719
20	2	9	0.52338207
21	2	10	0.55610275
22	2	11	0.51330566
23	3	1	
24	3	2	
25	3	3	
26	3	4	
27	3	5	
28	3	6	
29	3	7	
30	3	8	0.54475033
31	3	9	0.4892627
32	3	10	0.56931889
33	3	11	0.53320915
34	4	1	
35	4	2	
36	4	3	
37	4	4	
38	4	5	
39	4	6	0.69001889
40	4	7	0.50195593
41	4	8	0.56463522
42	4	9	0.4919782
43	4	10	0.57945019
44	4	11	0.61997306
