Point	Row	Column	MaxInt_111
1	1	1	505.5224
2	1	2	654.88318
3	1	3	622.03687
4	1	4	653.26624
5	1	5	680.36804
6	1	6	681.26764
7	1	7	666.81464
8	1	8	605.80823
9	1	9	554.7782
10	1	10	514.52924
11	1	11	450.91733
12	2	1	783.65283
13	2	2	786.26715
14	2	3	797.31714
15	2	4	805.18286
16	2	5	792.12012
17	2	6	699.4516
18	2	7	668.58588
19	2	8	581.59393
20	2	9	570.07812
21	2	10	552.54553
22	2	11	530.64648
23	3	1	479.42856
24	3	2	536.70691
25	3	3	574.48694
26	3	4	672.50024
27	3	5	785.81604
28	3	6	669.88849
29	3	7	619.38
30	3	8	609.49902
31	3	9	547.51007
32	3	10	640.9118
33	3	11	505.3042
34	4	1	436.86188
35	4	2	550.88428
36	4	3	534.96918
37	4	4	574.59192
38	4	5	570.64459
39	4	6	549.7002
40	4	7	572.76959
41	4	8	503.28128
42	4	9	481.08395
43	4	10	397.13992
44	4	11	415.88367
