Point	Row	Column	Pos_111
1	1	1	37.893166
2	1	2	37.906677
3	1	3	37.893631
4	1	4	37.895401
5	1	5	37.869148
6	1	6	37.866104
7	1	7	37.865322
8	1	8	37.858215
9	1	9	37.82922
10	1	10	37.833088
11	1	11	37.848438
12	2	1	37.921059
13	2	2	37.904819
14	2	3	37.896988
15	2	4	37.892769
16	2	5	37.882812
17	2	6	37.851723
18	2	7	37.838139
19	2	8	37.826752
20	2	9	37.807278
21	2	10	37.799965
22	2	11	37.820541
23	3	1	37.982697
24	3	2	37.930645
25	3	3	37.92984
26	3	4	37.886787
27	3	5	37.862518
28	3	6	37.857872
29	3	7	37.809834
30	3	8	37.809875
31	3	9	37.804638
32	3	10	37.787045
33	3	11	37.817268
34	4	1	37.987942
35	4	2	37.958076
36	4	3	37.91206
37	4	4	37.892742
38	4	5	37.895809
39	4	6	37.851784
40	4	7	37.845184
41	4	8	37.83046
42	4	9	37.793514
43	4	10	37.80492
44	4	11	37.788429
