Point	Row	Column	Pos_110
1	1	1	30.002832
2	1	2	29.999863
3	1	3	29.995974
4	1	4	29.986427
5	1	5	29.9814
6	1	6	29.984615
7	1	7	29.988596
8	1	8	29.983511
9	1	9	29.980545
10	1	10	29.973406
11	1	11	29.964153
12	2	1	
13	2	2	
14	2	3	
15	2	4	
16	2	5	
17	2	6	
18	2	7	29.965778
19	2	8	30.009239
20	2	9	30.034624
21	2	10	30.020876
22	2	11	30.005173
23	3	1	30.047644
24	3	2	30.052082
25	3	3	
26	3	4	
27	3	5	
28	3	6	
29	3	7	
30	3	8	
31	3	9	29.984928
32	3	10	30.02578
33	3	11	30.033691
34	4	1	30.021179
35	4	2	30.016819
36	4	3	30.013912
37	4	4	30.023161
38	4	5	30.02253
39	4	6	30.02774
40	4	7	30.0299
41	4	8	30.031851
42	4	9	30.025805
43	4	10	30.027596
44	4	11	30.017786
