FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.9581Co0.44583Fe0.28105Y0.04797Zr0.22514O3,01100,13,2,2,,0.13330001,,,,,9.397999800000001,31.643998999999997,0.8900018373317962,2.150004438498159,1.4900030759824452,137.32728350029615,1.7104415,1.4306535,0.825650375,66.77240856135,0.9580980220854384,0.5203345670295045,1.5028128323861503,1.8046416753367853,2.0566471460157203,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.95747Co0.42695Fe0.28632Y0.04792Zr0.23881O3,01100,14,2,3,,0.14005999,,,,,13.39599,31.643998999999997,0.8899996345881691,2.1499991172635546,1.4899993882431146,137.32694361695448,1.7027113,1.433642,0.8273411166666668,67.19663977725,0.9574703931134938,0.5226955588937298,1.499676430561852,1.800949279840314,2.0436578982547235,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.96365Co0.40366Fe0.29831Y0.05265Zr0.24539O3,01100,15,2,4,,0.14651,,,,,17.393998999999997,31.643998999999997,0.8899993954432266,2.1499985395538617,1.4899989878768625,137.32690671688985,1.6953898,1.4376995,0.8302461083333333,67.5144458062,0.9636506545859893,0.5249526660141677,1.4954436163842735,1.7946473616936807,2.034037383807997,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.95078Co0.38244Fe0.30945Y0.05793Zr0.25018O3,01100,16,2,5,,0.14720999999999998,,,,,21.391991,31.643998999999997,0.8899976573352796,2.149994340753765,1.4899960780107488,137.32663852683365,1.6886947,1.441577,0.8330495250000001,67.7923825563,0.9507825026568828,0.5270328954874315,1.4914183153267324,1.7886044386265616,2.0256942350829323,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.93764Co0.35343Fe0.31948Y0.06334Zr0.26375O3,01100,17,2,6,,0.14744000000000002,,,,,25.389999,31.643998999999997,0.8900009676575026,2.150002337599585,1.490001620010875,137.32714930955265,1.6771591000000001,1.447227,0.83660735,68.36174624785,0.937638980546748,0.5306598328432303,1.485601317277514,1.7810046971388371,2.0088303305135606,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.95416Co0.3346Fe0.33753Y0.06953Zr0.25833O3,01100,18,2,7,,0.14557999,,,,,29.38802,31.643998999999997,0.8899980100732974,2.149995192873696,1.4899966685496775,137.32669295430978,1.6751334,1.4498175,0.8393036583333334,68.3159295675,0.9541621333850651,0.5312997818999354,1.4829419515723157,1.775277223869693,2.010170890211239,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.95415Co0.31823Fe0.34766Y0.06705Zr0.26705O3,01100,19,2,8,,0.13909000000000002,,,,,33.386009,31.643998999999997,0.8900023069478614,2.1500055729639347,1.4900038621936107,137.327355962055,1.6714677000000002,1.450952,0.8402818666666667,68.49188978735,0.9541475267768581,0.5324675475020315,1.4817895926012263,1.773219108136108,2.0050163076011147,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.94711Co0.29877Fe0.35778Y0.07051Zr0.27294O3,01100,20,2,9,,0.13207,,,,,37.384009999999996,31.643998999999997,0.8899961659473766,2.1499907379627636,1.4899935811927991,137.3264084056802,1.6654574000000002,1.4542065000000002,0.8426212,68.75512481365,0.9471140800957567,0.5343854282597541,1.4784631604677625,1.7682839942702595,1.9973261451838236,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.93461Co0.28291Fe0.37801Y0.07315Zr0.26594O3,01100,21,2,10,,0.12195999999999999,,,,,41.381989000000004,31.643998999999997,0.8899961079073418,2.149990597753691,1.489993484024651,137.32639945010283,1.6665723000000001,1.4550195,0.8444071083333334,68.54633213495,0.9346140871962102,0.5340279014041825,1.4776369648335923,1.7645439851466402,2.003409886027784,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.91469Co0.26425Fe0.40201Y0.07486Zr0.25888O3,01100,22,2,11,,0.11162000000000001,,,,,45.37999,31.643998999999997,0.8899995692496013,2.149998959423194,1.489999278856074,137.32693353521347,1.6681078999999999,1.4555635,0.8462368083333334,68.29490627975,0.9146904427003066,0.5335383695800502,1.4770904597588452,1.7607356051914516,2.0107932057581874,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.97917Co0.45485Fe0.25325Y0.05235Zr0.23955O3,01100,23,3,1,,0.12345999999999999,,,,,5.4000001,19.146,0.8900017234937515,2.150004163496141,1.4900028853996514,137.32726593508585,1.7010339999999997,1.43413,0.8258290416666667,67.45544044325,0.9791681038313386,0.5232121894646149,1.4991696453572139,1.8042510134937448,2.035821944571228,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.96634Co0.43681Fe0.2574Y0.06025Zr0.24555O3,01100,24,3,2,,0.13208,,,,,9.397999800000001,19.146,0.8899989253092313,2.149997403836907,1.4899982007986008,137.3268341752144,1.6923313,1.439106,0.8288821833333335,67.87374257044999,0.9663411668740802,0.5259011195439282,1.493981266033848,1.7975995029916099,2.023268925132206,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.96116Co0.41356Fe0.26586Y0.06444Zr0.25615O3,01100,25,3,3,,0.13976,,,,,13.39599,19.146,0.8900001612643418,2.150000389571163,1.4900002699818755,137.32702488308794,1.6833129,1.4435345000000002,0.8317041833333333,68.3154843982,0.9611598258417904,0.5287193850081834,1.4894000729259762,1.7915026758795416,2.0101888480015857,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.95025Co0.38976Fe0.2701Y0.07062Zr0.26953O3,01100,26,3,4,,0.14573,,,,,17.393998999999997,19.146,0.8899963592157593,2.149991204847059,1.4899939047544735,137.32643822699166,1.6716631,1.4492034999999999,0.83496645,68.9196724302,0.9502538872689634,0.5324017496203387,1.4835674940386627,1.784495538418907,1.992557906685819,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.93987Co0.36983Fe0.27627Y0.07631Zr0.27758O3,01100,27,3,5,,0.14865001,,,,,21.391991,19.146,0.8899987198869521,2.149996907592075,1.4899978568893917,137.3268024785567,1.6631341,1.4536555,0.8377540916666668,69.32992499035,0.9398713518444729,0.5351334687244715,1.4790278078898853,1.778562315255448,1.9807724081292624,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.94256Co0.34549Fe0.2907Y0.07703Zr0.28678O3,01100,28,3,6,,0.14772999,,,,,25.389999,19.146,0.8900009509338277,2.150002297199696,1.4900015920128127,137.3271467290896,1.6568962000000003,1.4565545000000002,0.8400152333333335,69.60460738604999,0.9425589929087292,0.5371494912800376,1.4760877792075036,1.7737792517169182,1.9729605824428862,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.87854Co0.31514Fe0.27405Y0.1229Zr0.28791O3,01100,29,3,7,,0.15091,,,,,29.38802,19.146,0.8899955652652202,2.1499892868766555,1.4899925755563797,137.32631572042345,1.626833,1.4765895,0.8511787916666668,71.0673601273,0.8785443776531542,0.5470724808663336,1.4560507757075718,1.7505048177232794,1.932340183657259,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.94073Co0.3198Fe0.30892Y0.07992Zr0.29135O3,01100,30,3,8,,0.13874,,,,,33.386009,19.146,0.8900020729381918,2.1500050076596766,1.490003470424613,137.32731985436297,1.6515454999999999,1.4596665,0.8427450999999999,69.781941093,0.9407278089094346,0.5388904350126544,1.4729426260448375,1.7680357565112075,1.9679492674378847,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.91967Co0.30148Fe0.31154Y0.08378Zr0.3032O3,01100,31,3,9,,0.13101999,,,,,37.384009999999996,19.146,0.8899996399837813,2.1499991302978985,1.489999397276218,137.32694444949746,1.6423682000000002,1.463918,0.8451081833333334,70.2727798416,0.9196703720182582,0.5419001902154348,1.4686609019753145,1.7630871723419606,1.954198265089875,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.90687Co0.28176Fe0.3233Y0.08992Zr0.30502O3,01100,32,3,10,,0.1214,,,,,41.381989000000004,19.146,0.8900000406480659,2.150000098194766,1.4900000680512564,137.32700627199657,1.6367268000000001,1.467633,0.84793285,70.4792640352,0.9068699585814496,0.543768233432767,1.4649439595558058,1.7572146993140512,1.9484738972786417,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.90249Co0.27013Fe0.35995Y0.08352Zr0.2864O3,01100,33,3,11,,0.11130999999999999,,,,,45.37999,19.146,0.8899962895179455,2.1499910364759356,1.4899937880693694,137.32642747261897,1.6493593,1.4628614999999998,0.8475720583333333,69.57300190735,0.9024937625695622,0.5396012194055871,1.4697160575187302,1.7579552952692836,1.9738465167206074,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.99759Co0.43412Fe0.24662Y0.05929Zr0.25996O3,01100,34,4,1,,0.10145,,,,,5.4000001,6.650000099999999,0.8899986333563555,2.149996698557488,1.4899977120235615,137.32678912688564,1.6855408,1.44099,0.8290196166666668,68.3423913999,0.9975915318563222,0.5280196322488043,1.4920274939850298,1.797300910700478,2.009393969305654,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.96962Co0.41355Fe0.24597Y0.07394Zr0.26654O3,01100,35,4,2,,0.10885999999999998,,,,,9.397999800000001,6.650000099999999,0.8900023589902025,2.150005698684197,1.490003949320676,137.32736399218825,1.6723041,1.4488795,0.833555675,68.99656095124999,0.9696174299797556,0.5322012659002645,1.4839092544854122,1.7875278088901212,1.9903508537073011,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.95314Co0.39587Fe0.23952Y0.0855Zr0.27912O3,01100,36,4,3,,0.11684000000000001,,,,,13.398,6.650000099999999,0.8899986540083509,2.1499967484471396,1.4899977465982503,137.32679231348854,1.6580967999999998,1.4562885,0.8373141166666667,69.76977135965001,0.9531414414836187,0.5367591650911762,1.4763535854654757,1.7794967467285827,1.968284969798666,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.9569Co0.37284Fe0.25188Y0.08491Zr0.29038O3,01100,37,4,4,,0.11997000000000001,,,,,17.393998999999997,6.650000099999999,0.8900043367818867,2.150010476495569,1.490007260455069,137.32766916544512,1.6516752000000001,1.4588930000000002,0.8392263000000001,70.0775118673,0.9568953372512741,0.5388494885567614,1.4737273237280382,1.7754534866877607,1.959653896181291,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.9461Co0.34961Fe0.25729Y0.09378Zr0.29932O3,01100,38,4,5,,0.1229,,,,,21.391991,6.650000099999999,0.8900039146008908,2.1500094566201295,1.490006553657671,137.32760402291746,1.6406147,1.4649295,0.8429031416666667,70.61475264695,0.9460958386656037,0.5424819822721878,1.4676538745517307,1.7677079132858504,1.944743823001254,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.95532Co0.33342Fe0.26254Y0.09438Zr0.30967O3,01100,39,4,6,,0.1244,,,,,25.389999,6.650000099999999,0.8899963638529622,2.1499912160492904,1.4899939125178805,137.32643894251206,1.6342824999999999,1.4675455000000002,0.84446445,70.9513223799,0.955323903031663,0.5445792657346342,1.4650252520615479,1.7644246747366101,1.935502177214045,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.93806Co0.317Fe0.27096Y0.09646Zr0.31558O3,01100,40,4,7,,0.12125,,,,,29.38802,6.650000099999999,0.890000565110826,2.150001365155366,1.4900009460844166,137.32708719660044,1.6292194,1.470071,0.8462722666666667,71.177912226,0.9380594043735676,0.5462742250128043,1.462515324195475,1.7606638014421716,1.9293497505317014,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
Ba0.93465Co0.30373Fe0.27065Y0.10281Zr0.3228O3,01100,41,4,8,,0.11864000000000001,,,,,33.386009,6.650000099999999,0.8899955063206184,2.149989144482393,1.4899924768738444,137.32630662527143,1.6210541,1.4743435,0.8486254083333333,71.60174620584999,0.9346547191445397,0.5490227046220224,1.458268812174634,1.7557717012033973,1.9179184014656283,21_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,500.0,19.6,850,N,400.0,10,50.0,SiO2,17,0,32,0,0,21,0,23.333333333333332,0,0,240,0,0,120,0
