FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.88445Co0.0Fe0.89021Y0.0Zr0.10979O3,01158,1,1,1,4.1141772,0.13939001,0.5972808000000001,0.42018074,0.62793201,1410.7642,740.7667799999999,911.3075,6.250121599999999,30.695995,37.781075,43.891865,5.4000001,44.14201,0.8900040204239991,2.150009712260222,1.4900067308222007,137.32762035142306,1.775105,1.4164684999999997,0.853323425,59.729260409999995,0.8844460046652325,0.5013810565707376,1.5178662372373426,1.7461219124767384,2.299168270438376,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,5.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.8871Co0.0Fe0.89215Y0.0Zr0.10785O3,01158,2,1,2,4.1116214,0.14650001,0.57546145,0.35082677,0.67874676,1482.4542,1079.8015,611.77954,6.3416252,30.715546000000003,37.797001,43.897564,9.397999800000001,44.14201,0.8900009143510128,2.15000220882548,1.490001530767426,137.32714108436127,1.776075,1.4161774999999999,0.8533088750000001,59.66062515,0.8870990886292696,0.5011054794144464,1.5181728341436582,1.746145592084022,2.301805265015083,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,5.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.8883Co0.0Fe0.89052Y0.0Zr0.10948O3,01158,3,1,3,4.1109896,0.15215001,0.60177737,0.36940458,0.72847545,1562.3445,1281.2832,450.16278,6.4898276,30.720384999999997,37.808708,43.928169,13.39599,44.14201,0.8899987779112445,2.1499970477631187,1.4899979540311845,137.326811431705,1.77526,1.4164219999999998,0.8533211,59.718292919999996,0.8883012197561035,0.5013343273161365,1.517907126381205,1.7461163845956515,2.2995769757797864,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,5.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.89013Co0.0Fe0.88843Y0.0Zr0.11157O3,01158,4,1,4,4.1104889,0.15395999999999999,0.59540164,0.37934318,0.74724537,1551.9611,1215.1384,573.27997,6.9139867,30.724215,37.799942,43.92709,17.393998999999997,44.14201,0.8899962155953799,2.1499908578989513,1.4899936643113663,137.3264160663671,1.774215,1.4167355000000001,0.853336775,59.79223503,0.8901337849734926,0.5016281654677589,1.5175668696795916,1.7460792830724612,2.296726589957129,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,5.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.8814Co0.0Fe0.88822Y0.0Zr0.11178O3,01158,5,1,5,4.110733,0.15293001,0.61206406,0.42752153,0.66487116,1610.6083,975.70972,719.67615,6.967883099999999,30.722346999999996,37.804668,43.926765,21.391991,44.14201,0.8900044301113986,2.150010701954502,1.4900074167033528,137.3276835661888,1.7741100000000003,1.4167669999999999,0.85333835,59.79966462,0.8813956127182576,0.5016624843506876,1.517547135100198,1.746092176337033,2.2964624373538634,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,5.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.88291Co0.0Fe0.89142Y0.0Zr0.10858O3,01158,6,1,6,4.1088119,0.14991,0.59386408,0.41448408,0.70358974,1563.6771,874.65216,793.38037,6.6077828,30.737064,37.792027000000004,43.949383000000005,25.389999,44.14201,0.8899979103338256,2.149994951930028,1.4899965015701124,137.32667756450928,1.7757100000000001,1.4162869999999999,0.85331435,59.686451819999995,0.8829120730241505,0.5012067907112229,1.5180503329692558,1.7461284948156708,2.3008014947622213,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,5.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.88662Co0.0Fe0.89251Y0.0Zr0.10749O3,01158,7,1,7,4.1098886,0.14245,0.6055513000000001,0.52147478,0.6694656,1506.0289,699.19104,874.6994,6.4834266,30.728815,37.828045,43.946453000000005,29.38802,44.14201,0.8899990980994533,2.149997821251488,1.4899984900766128,137.32686083674565,1.7762550000000001,1.4161235,0.8533061750000001,59.64788871,0.8866208984762618,0.5010536764706944,1.5182276272171797,1.7461475537506952,2.302292064425119,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,5.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.88565Co0.0Fe0.89264Y0.0Zr0.10736O3,01158,8,1,8,4.1095147,0.13395999,0.62222391,0.51272476,0.6843518,1353.719,566.70105,888.8889199999999,6.5125980000000006,30.731682,37.781147,43.957588,33.386009,44.14201,0.8900044720406383,2.150010803244238,1.4900074868994955,137.3276900358705,1.77632,1.4161039999999998,0.8533052,59.64328944,0.8856455498394495,0.5010383669837858,1.51825770087807,1.7461600924258935,2.3024835035971565,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,5.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.89624Co0.0Fe0.89865Y0.0Zr0.10135O3,01158,9,1,9,4.1056228,0.12339000000000001,0.6260305,0.51385194,0.6320914000000001,1179.4622,486.41599,759.72742,5.8998194,30.761532,37.86953,43.980312,37.384009999999996,44.14201,0.8899993823336209,2.1499985078845896,1.4899989659293202,137.32690469407768,1.779325,1.4152025,0.853260125,59.43066165,0.8962406219974156,0.5001893315350601,1.5192161601499359,1.7462423501031648,2.3107079894688956,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,5.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
Ba0.903Co0.0Fe0.89951Y0.0Zr0.10049O3,01158,10,1,10,4.1028233,0.11256,0.65992981,0.43954477,0.69557112,868.95074,663.15179,435.65109,5.0710125,30.783043,37.875366,43.958672,41.381989000000004,44.14201,0.8899983630648381,2.1499960456060694,1.4899972595130435,137.32674742090452,1.779755,1.4150735,0.853253675,59.40023571,0.9030016608485055,0.5000679099453791,1.5193529138988675,1.746253550578664,2.311888930733412,17_Aug_2016,Pulsed Laser Deposition,BZF19,700.0,19,850,N,200.0,10,5.0,SiO2,0,0,193,0,0,0,0,193.0,0,0,0,0,0,0,0
