Point	Row	Column	d_um
1	1	1	0.086149998
2	1	2	0.092050001
3	1	3	0.096239999
4	1	4	0.097599998
5	1	5	0.09742
6	1	6	0.094140001
7	1	7	0.087949999
8	1	8	0.079530001
9	1	9	0.071110003
10	1	10	0.061719999
11	1	11	0.054850001
12	2	1	0.08529
13	2	2	0.091219999
14	2	3	0.097099997
15	2	4	0.10018
16	2	5	0.099979997
17	2	6	0.097280003
18	2	7	0.091849998
19	2	8	0.084930003
20	2	9	0.076449998
21	2	10	0.066940002
22	2	11	0.057599999
23	3	1	0.06893
24	3	2	0.074259996
25	3	3	0.077859998
26	3	4	0.080920003
27	3	5	0.081730001
28	3	6	0.079700001
29	3	7	0.076839998
30	3	8	0.072039999
31	3	9	0.064680003
32	3	10	0.058789998
33	3	11	0.05204
34	4	1	0.05029
35	4	2	0.05271
36	4	3	0.055319998
37	4	4	0.056359999
38	4	5	0.057700001
39	4	6	0.056370001
40	4	7	0.054979999
41	4	8	0.052749999
42	4	9	0.048209999
43	4	10	0.04538
44	4	11	0.040970001
